country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,6.11,5.97,5.91,6.33,6.19,4.62,3.99,3.95,4.25,5.09,6.44,6.23,6.57,6.17,6.62,6.14,4.62,4.83,5.43,6.59,5.97,6.57,6.52,5.95,5.68,6.68,7.19,6.42,6.87,7.55,8.2,8.16,7.32,6.28,5.66,5.07,5.11
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,1,,,,,,,,0.87,2.08,,,,,,,0.99,,
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,,,4.29,,
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,0.48,,,,,,,1.33,,,,1.16,,,3.7,,2.07,1.71,,,,2.24,,,1.86,,,1.83,2.03,,,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,18.4,16.9,13,11.3,9.11,7.73,5.7,4.66,6.01,9.84,11.5,12.4,12.6,11.4,9.07,7.59,5.9,5.35,4.43,5.25
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,0.24,,,,,,,,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,,,,,,,,4.33,,,,,7.72,,7.34,,4.69,5.91,13.7,,11.9,,,,,,,,,
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,23.6,18.7,20.5,22.9,23.2,23.1,23.6,22.9,23,19.6,17.3,16,13.1,12.6
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,6.74,5.28,4.5,3.98
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,2.71,3.83,2.56,3.37,,3.7,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,,,,,,,,,3.45,6.3,,6.27,,8.63,,,,,,
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,23.4,,,,,,,,2.7,,,,,,,,,,,,,1.46,2.03,,1.38,1.37,1.48,1,2.15,2.72,3.11,3.06,2.64,4.97
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,4.22,4.61,5.14,5.8,,5.59,5.37,5.88,4.79,4.85,4.51,4.4,3.73,4.55,,3.45,4.25,4.18,4.15,5.48,7.7,8.7,8.21,7.64,9.49
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,8.67,8.61,6.55,,,16.5,,,12.4,,8.33,,,,,,7.42,,,,,,8.85,9.39,,,10.4,10.6,9.36,6.72,6.73,6.93,7.48,
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,,,5.97,4.28,4.34,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.94,1.31,1.41,1.54,1.57,1.45,,,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,,,,,,9.53,,,,,16.1,,,,,,,,,,13.3,,,10.9,12.3,,,,,,,,,19.3,20.6
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,5.13,5.44,4.86,5.1,5.22,8.75,9.95,9.48,8.7,7.88,7.18,6.28,6.3,7.18,9.42,10.7,10.6,9.62,8.66,8.78,7.95,7.18,6.51,5.73,6.31,6.85,6.55,6.13,5.82,5.36,5.33,5.38,8.07,7.4,6.48,6.29,6.12,6.03,6.18,6.48,5.64,4.97,4.92,7.72
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,0.83,1.82,2.24,3.05,2.3,3.14,3.99,2.84,2.2,1.57,1,2.18,3.35,3.47,3.17,2.73,2.3,2.24,3.29,4.2,3.71,3.82,4.29,4.45,4.13,4.53,4.26,3.92,3.51,4.17
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,10.5,,6.4,,4.03,3.32,4.11,3.94,2.85,3.06,4.29,3.34,4.43,4.35,4.74,8.16,7.59,7.89,7.61,6.93,7.05,6.16,5.91,5.39,5.71,8.08,6.3,5.16,4.6,4.76,5.57,5.57,6,6.26,6.37,6.45,10.9
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,3.3,,,2.06,2.81,,,
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,3.12,,,,2.45,,,,,,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,,,,,,4.82,,,,,,,,
"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,25.8,,,,,,,,,,,
Cook Is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,6.65,,,,,0.44,,,0.94,
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26,4.41,,,,,3.68,,,,5.96,,,,,9.16,9.32,7.92,7.74,6.49,6.56,6.31,6.59,6.93,6.53,5.79,5.64,5.52,5.03,4.93,5.23,5.52,5.7,6.32,11
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,,,,,,,,,,6.27,,,,,,
Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,23.6,,9.19,10.8,10.4,
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.78,2.34,2.2,2.38,2.58,3.95,3.29,2.8,2.95,2.79,3.02,3.59,3.46,3.3,3.14,2.38,1.71,2.52,4.39,3.71,6.59,6.25,5.45,4.69,5.33,5.16,4.88,5.88,6.11,11.6
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,2.03,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,2.57,2.79,,,6.35,5.07,2.92,3.39,2.28,,,,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,2.94,1.95,2.06,3.03,2.6,3.59,3.46,2.7,2.79,4.63,5.45,7.2,11.2,14.4,14.8,12.9,11.4,10,7.01,5.29,6.63
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,2.53,2.53,2.55,2.51,2.96,3.75,5.82,6.02,5.62,4.77,4.93,5.75,5.28,4.73,3.49,2.8,4.79,5.2,4.64,4.78,4.88,4.34,3.72,2.8,2.04,1.52,1.47,2.07
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,5.04,5.15,5.23,5.77,4.87,4.12,3.58,4.02,4.48,5.84,6.8,6.31,7.3,8.18,8.3,7.53,6.71,7.06,8.15,9.44,10.5,10.6,9.52,7.85,6.87,7.64,6.91,5.59,5.1,5.09,4.95,4.68,4.22,3.9,3.63,3.32,4.02
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,,,,,,,,,,9.18,,9.81,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,7.19,5.52,3.99,4.32,5.33,7,7.51,7.92,7.75,10.1,6.69,4.96,4.67,4.05,3.25,3.71,3.52,2.91,3.31,4.43,4.35,3.68,2.42,2.7,2.51,5.94,7.33,6.26,6.71,5.95,5.51,5.38,4.6,4.79,4.13,4.2,4.37
Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,4.38,4.07,4.19,3.38,3.49,3.37,2.86,2.43,3.34,3.44,3.49,3.98,4.24,4.34,4.27,3.69,3.47,2.52,2.82,3.2
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,5.87,,6.85,5.96,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,4.6,5.44,,2.44,2.62,,3.59,3.3,2.46,2.04,1.64,2.02,3,2.85,2.32,2.1,2,2.29,2.33,2.98,2.54,2.41,2.78,5.28
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.77,,,2.91,,,,2.9,2.79,2.54,2.46,2.65,6.03,5.4,5.94,6.42,5.18,4.8,4.56,5.24,3.64,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,4.6,5.76,7.68,9.49,10.4,11.6,14,15.4,14.6,12.6,11.6,10.3,9.46,9.52,11.1,15.3,16.5,15.2,15.2,13.9,11.6,9,7.89,6.16,6.75,6.99,7.03,5.96,5.38,5.45,8.9,16.1,17.9,19.4,23,23.8,21.7,18.9,16.3,13.9,12.2,11.1,12.6
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,1.21,3.5,6.4,6.91,10.5,10.1,10.5,10.2,12.4,14.6,13.1,10.3,10.9,10.2,8.65,5.72,4.16,4.89,15.8,17.4,11.4,9.78,8.32,7.13,5.31,6.18,5.18,4.22,3.22,5.78
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,1.57,,,,,,,,1.36,,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49,4.02,4.15,4.54,,4.04,,4.97,5.14,4.31,2.33,2.51,6.49,11.3,15.9,15.5,14.6,11.8,12.3,9.63,7.86,7.14,6.93,7.54,8.26,7.17,6.46,5.65,4.91,4.36,7.03,7.33,6.64,6.58,6.89,7.62,7.88,7.47,7.26,6.03,5.26,5.87
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,,,,,,3.31,,,3.72,,2.51,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.23,5.98,6.43,6.73,6.44,5.96,5.75,5.94,6.79,8.08,9.48,8.7,9.19,9.56,9.08,8.82,7.44,6.05,6.72,6.7,6.99,6.61,6.5,6.13,5.45,6.99,7.27,7.32,8.12,8.76,9.18,9.43,8.84,8.16,7.75,7.3,7.03
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,,,,,2.83,,,,,1.2,,,,
UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28,9.07,9.69,9.73,9.66,7.52,6.25,5.82,7.77,10,10.4,9.76,8.51,8.03,6.63,5.52,5.44,4.85,4.07,4.4,4.16,3.8,3.59,4.08,3.73,4.33,6.51,6.63,6.33,5.89,5.77,4.52,3.92,3.44,3.02,2.86,2.6,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,11.8,12.9,14.8,12.9,14.5,16.3,,15,18.9,23.6,23.1,22.2,20.8,22.3,20.4,19.4,21.4,16.2,14.4,13.5,20.4
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,,,,,,,7.3,,7.62,,,,,,3.72,,,,3.87,,,1.51,,5.97,,3.35,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05,,,,,,,,,,,,,,,,,5.57,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,,,,,,7.27,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,3.86,4.83,5.03,4.56,4.16,4.03,3.78,3.34,3.16,3.6,3.71,4.36,4.77,5.09,4.77,4.93,5.73,6.21,6.14,5.61,5.44,5.2,5.42,5.43,5.01,4.74,4.53,6.49,9.48,14.6,21,23.7,23,20.9,18.4,16.7,14.6,13.3,13.1
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,14.5,,6.75,,6.57,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2.03,,1.19,,,,2.89,2.39,1.99,1.78,1.75,1.37,1.31,1.42,1.53,1.14,
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,,,,,7.25,,,,,,,,,,,,,,,,10,,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,2.24,1.28,0.92,0.71,0.96,1.52,1.59,1.52,1.59,2.79,2.55,1.89,4.11,,4.75,5.2,7.16,8.07,6.58,5.64,4.83,3.85,3.43,5.26,4.27,3.44,3.22,3.15,2.88,2.71,3.17,2.98,2.81,3.06,6.17
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,2.83,2.17,2.46,2.32,2.56,2.89,2.57,4.1,4.76,3.79,4.23,2.91,3.59,3.51,7.95
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28,,,,,,,,,,,10.5,10,10.7,9.32,8.01,7.35,5.36,6.2,9.23,12,14.3,15.4,13.9,13.3,10.4,9.25,6.98,5.96,6.9
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57,11.6,10.3,9.92,9.51,8.46,8.26,6.7,6.35,5.81,5.48,5.61,5.2,6.04,6.4,6.47,6.96,9.23,10.7,9.92,10.3,9.06,6.51,5.58,4.52,3.41,3.13,2.75,3.58
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.99,1.12,1.15,1.64,,1.78,1.74,2.73,3.1,2.68,2.4,2.74,2.47,2.76,3.36,3.28,4.06,4.59,3.53,3.11,2.69,2.3,2.45,2.22,2.53,2.8,2.28,2.7,2.32,3.2
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,1.47,,,,,0.99,,,,,0.84,,1.08,,,,,,2.78,2.9,2.63
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,14.3,16.2,15.6,15.8,15.6,15.1,12.8,14.2,14.1,14.2,13.3,11,11,9.53,7.62,5.71,4.29,3.43,4.06,4.39,4.59,4,4.08,4.16,6.27,13.2,15.4,16.1,15.8,13.3,11.3,9.48,7.91,6.2,4.74,4.25,4.66
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,7.46,6.98,6.88,8.68,9.48,8.72,8.76,7.39,7.66,8.24,9.32,9.26,9.53,8.21,7.7
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13,,,,,4.65,,5.45,,5.17,7.12,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,2.71,3.98,3.49,3.92,2.45,2.64,1.34,1.13,0.55,0.86,2.22,2.03,2.24,1.6,1.55,1.14,2.12,7.17,6.97,5.6,4.69,4.37,3.73,2.59,2.23,1.73,2.22,2.75,5.47
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,2.1,,1.87,1.62,2.94,3.22,3.43,2.86,3.94,4.86,,,,,8.75,8.89,9.54,8.78,6.13,5.57,6.18,7.44,8.46,9.51,9.14,9.89,11.4,11.6,10.8,9.71,8.73,7.41,6.7,9,7.97,6.51,6.05,5.52,5.3,4.49,4.01,3.66,3.57,3.39,4.26
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.73,1.67,,2.39,2.57,3.02,3.05,3.88,4.07,4.17,4.57,3.94,4.08,4.36,5.11,6.22,6.63,6.86,7.24,7.28,6.94,6.42,5.88,5.67,5.53,5.09,5.05,4.51,4.03,4.67,5.84,6.51,6.51,8.58,10.3,10.8,10.4,10.1,9.74,9.18,8.65,7.96
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63,,,,6.42,,,,5.77,,,,,5.5,5.59,,,,5.51,,,,8.16,8.37,7.75,7.5,6.83,6.09,4.74,4.17,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,12.7,11.6,
Japan,,,,,,,,,,,,,,,,,,,,,0.95,0.89,0.92,0.91,1.07,0.98,1.07,1.59,1.76,1.65,1.83,1.62,1.49,1.72,1.76,1.99,1.91,1.88,1.96,2.04,1.72,1.48,1.36,1.36,1.44,1.7,2.05,2.31,2.45,2.52,3.13,3.7,3.85,4.22,4.69,4.59,4.31,4.05,3.94,3.63,3.76,4.9,4.97,4.47,4.3,4.15,3.59,3.49,3.2,2.86,2.53,2.47,2.97
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26,6.17,5.77,,,,4.97,5.67,4.97,4.72,4.33,4.86,,,,4.44,,,4.52
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,7.65,,,,,,,,,,1.6,,,3.77,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37,,6.6,5.91,6.08,,,5.01,5.82,5.77,5.51,6.16,5.86,5.21,4.9,4.48,3.68,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,0.92,,,,,,0.89,0.47,0.45,0.59,0.65,1.38,0.18,0.48,0.22,0.28,,,1.01,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,,,,10.1,,,,5.97,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,3.86,,,,,,,,,,4.54,,,,,,,,,,,,,,,,,,,
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,4.63,4.51,4.44,4.08,4.21,4.32,3.5,2.54,2.68,2.46,2.08,2.26,2.68,2.46,1.94,2.03,2.46,7.22,6.69,4.37,4.02,3.33,3.36,3.46,3.62,3.59,3.46,3.35,3.94,3.63,3.14,2.92,2.97,3.07,3.39,3.61,3.78,3.84,3.69,3.7
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,,30.7,30,24,27.4,27.1,20.6,21.9
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,0.71,0.64,,,,
Lao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,9.42,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,,,6.04,,,,,,,,,,,,7.51,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,2.66,,4.47,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,11.8,,,,,,,,,,,,,11.6,13.6,10.8,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,1.71,1.39,1.48,1.64,1.71,1.56,1.32,1.53,1.56,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,,,,,27.8,,,,,,,,,,,21.4,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,14.3,13.4,17.5,17.5,12.7,11.5,8.84,7.44,5.38,3.92,5.38,15.7,20,16.5,14.1,11.9,11.1,9.47,8.44,8.14,6.39,6.56,8.06
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.44,1.5,1.27,1.42,1.02,0.91,1.04,0.92,1.19,1.6,2.49,1.73,1.81,1.55,1.68,1.38,1.44,1.11,1.75,2.61,3.27,2.87,2.74,2.84,3.8,3.48,3.03,3.3,3.8,4.58,4.67,4.97,4.95,4.82,4.52,4.59,5.24
