country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,14.4,12.7,13.3,13.2,12,12,10.5,10.3,9.47,5.83,5.32,6.95,13.3,14.9,12.3,12.5,10.3,9.48,8.6,8.73,7.47,6.14,5.2,6.92
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,2.16,2.77,3.68,4.23,4.18,4.09,4.35,3.56,3.54,3.47,2.75,2.59,2.27,1.91,1.86,1.28,1.35,0.87,1.5,1.44,1.48,1.2,1.19,2.16
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,12.6,,11.9,11.8,12.7,11,11.4,8.87,,8.56,,,9.86,9.23,7.82,,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,,,,,,,,,,,,,,,,7.79,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,5.77,5.66,5.27,5.13,3.24,2.73,4.07,5.16,4.95,3.84,3.84,2.86,3.13,2.55,3.21,3,4.56,3.12
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,1.59,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,3.62,,3.96,,,3.57,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,3.32,2.99,3.5,5.91,5.04,4.81,3.71,2.88,2.38,2.3,2.7,3.13,3.79,2.95,2.99,3.16,3.12,4.33,4.3,4.23,4.01,4.12,4.05,3.75,3.36,3.1,2.98,3.05,3.7
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,33.2,,,34.9,33.8,32.1,30.3,30.6,28.9,28.9,27.3,27,24.4,21.4,20.6,18.7,17.4,15.9
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,6.64,6.07,4.14,1.16,3.74,1.5,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,4.64,5.79,5.64,,5.79,6.36,6.65,5.65,6.12,6.15,5.92,5.44,5.19,4.27,4.69,4.24,3.44,2.83,3.65,3.91
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,1.35,0.85,0.36,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,20,18.4,17.7,16.7,16.6,17,15.8,16.1,18
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,5.67,4.83,3.79,2.84,3.51,3.66,3.46,4.89,4.65,3.97,7.66,6.03
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,9.56,,,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87,,,,,,7.51,7.8,6.8,9.82,13.4,13,11.8,10.8,10.7,11,9.76,9.08,9.09,8.22,8.05,7.95,7.41,7.14,7.68,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,1.73,,6.92,,,,5.73,,,1.57
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.49,1.6,1.5,1.44,1.39,1.64,1.56,1.65,2.43,,1.84,1.59,3.1
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,,,,,,18.9,,16.7,18.4,18.1,,20.9,,17.7,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,0.29,2.93,,0.51,,,6.08,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,3.18,,2.73,,,,,,5.94,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,3.6,,,,,4.03,,,,,,4.88,,4.34,,,,,,
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.97,,8.8,,,,11.9,,11.1,,12.8,12.4,11.4,10.9,9.54,7.75,7.33,8.04,7.92,7.46,6.54,5.14,4.14,2.99,2.15,2.54,3.3,4.43,6.25,5.44,4.39,3.67,4.1,4.67,4.54,5.12,6.21,6.64,6.29,5.37,4.21,3.02,2.69,3.02
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.91,2.47,2.4,1.78,1.88,2.31,3.52,3.9,3.99,4.07,4.13,3.78,4.42,3.71,3.59,2.53,1.94,2.1,2.34,2.95,3.01,2.93,3.56,2.8,1.94,1.82,2,2.51,2.52,2.19,2.89,3.16,3.78,3.62,3.44,3.22,2.87,3.6
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,11.2,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,13.4,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,3.29,4.24,5.27,5.51,7.69,7.82,7.12,6.12,5.17,5.15,5.5,6.4,5.53,4.79,4.22,4.3,4.01,3.46,3.1,2.98,2.97,3.22,4.38,5.43,5.53,5.97,5.31,5.24,4.92,4.51,4.25,3.83,3.47,4.09
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,8.73
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,0.4,,,,,7.85,,12.1,9.2,,8.09,,10.4,,8.82,,0.23,0.15,0.24,0.25,0.49,0.4,,2.8,1.38,5.16,,,3.19,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91,6.61,4.37,2.05,2.29,2.24,2.92,3.1,3.45,4.05,4.03,4.65,24.6
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,4.01,4.59,4.19,4.12,3.83,3.82,3.7,3.25,3.02,2.72,3.51,2.57,2.73,3.05,3.16,3.08,3.17,6.58
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,,7.37,6.53,6.53,6.76,6.72,6.57,6.65,5.94,6.57,5.41,5.75,6.34,5.69,,2.06,,2.16,2.11,2.58,2.56,2.2,2.25,2.35,2.13,2.16,2.09,2.41,2.22,1.93,1.77,1.73,1.91,1.79,2.08
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,2.7,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,14.4,14.5,13.2,12.5,12.3,11,11.6,16.3,17.7,18.4,17.5,17.6,17.4,13.4,9.05,6.85,7.57,8.71,9.11,9.69,10,8.71,7.13,5.7,4.39,3.49,3.35,3.01
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,9.42,7.44,,9.95,10.4,12.8,11.7,12.4,10.4,9.82,8.82,,8.88,11.4,11.1,11.6,,9.24,9.97,10.3,10.1,8.29,6.67,,8.94,9.53,7.66,9.11,9.57,8.96,9.32,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,7.11,,,,,,,8.53,7,6.1,5.79,5.37,4.77,3.97,5.16,6.84,7.02,7.38,6.54,5.42,4.7,4.18,4.46,4.86,6.89,6.83,8.44,8.96,9.54,8.56,10.1,12.1,12.3,14.7,15.6,13.4,11.6,10.4,8.46,6.67,6.27,6.39
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,2.3,,,,3.39,4.06,,5.21,8.52,5.54,5.68,4.39,4.23,4.01,3.87,4.13,3.74,3.51,3.42,3.31,4.82,3.68,4.84,4.17,5.25,6.02,7.58
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58,7.45,9.61,11.7,10.6,12.7,9.21,10.4,14.2,16.1,17.2,17.7,20.9,22.8,22.5,30.7,33.4,37.9,37.5,37.3,35.7
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22,,,,,8.26,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,1.69,1.13,1,,2.6,2.22,0.88,0.7,0.58,0.49,0.4,,,0.37
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,,,,,,,,,,,,,,,,,,,,,,28.7,,,,21.4,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,,,7.65,5.57,4.89,4.93,5.45,6.65,5.91,7.01,5.69,5.2,5.95,5.47,4.87,4.01,5.17,5.68,5.93,5.5,5.68,5.54,5.16,4.36,3.26,2.86,2.62,4.16
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,4.53,6.52,7.56,7.68,9.77,11.1,11.2,8.83,7.27,6.49,6.66,6.21,5.87,5.61,4.81,4.95,6.49,5.83,5.25,4.31,4.38,4.18,4.57,4.71,4.43,4.19,3.94,5.25
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,1.01,,,18.2,15.8,16.2,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,4.82,5.07,6.33,,,,8.66,9.53,8.85,11.2,,15.3,16.8,16.2,17.1,17.9,18.6,,19.1,,18.3
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,7.69,4.81,3.73,,2.76,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,2.58,3.97,2.76,1.62,1.12,,1.6,1.84,2,1.99,2.53,2.52,1.91,2.61,3.91,,3.02,4.54,5.35,5.22,,4.16,3.64,3.56,5.58,3.62,3.58,3.37,3.63,3.45,3.21,3.75,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,3.9,3.97,,,,,,,,2.56,3.05,,3.51,2.81,2.5,2.39,2.18,2.26,2.42,3.09,2.73,2.6,3.24,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,6.89,,,,,10.6,9.71,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,23.4,20.6,15.6,18,20.5,23.5,24.9,24.3,20.5,18.4,16.5,14.7,14.1,11.2,9.69
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72,,,,15.8,,,,,,,,,,12.7,11.9,10.1,10.8,8.68,10.1,11.1,7.61,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,12.1,11.1,11,11.2,13.1,16,15.9,15.8,15.3,18.1,15.8,13.5,12,10.2,11.8,13.3,12.5,13.4,13.6,12.7,12.2,9.82,7.95,6.66,5.31,6.72
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,,,5.08,5.32,4.92,5.26,6.22,6.02,5.99,5,5.43,6.14,5.43,6.18,6.59,5.59,4.21,5.39,6.83,7.95,9.01,10.6,10.4,10.2,8.68,7.46,5.7,4.77,5.26
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.46,,,,,,2.33,2.44,2.11,1.87,1.57,1.62,,1.24,1.23,2.18,3.72,6.29,6.77,6.26,7.18,8.53,7.39,5.9,4.76,3.43,3.53,4.03,4.99,5.91,5.47,4.73,4.66,5.96,6.63,5.85,5.73,6.1,5.9,5.77,5.33,5.21,5.25,5.65,7.07
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,,,,,,,,,,,,,,,,,,,,,21.5,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,,2.45,3.19,3.12,2.95,2.3,2.36,1.84
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,14.8,,,,18,,17.2,17,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,,,,,1.62,,,,1.2,,2.38,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,0.15,0.29,0.46,,2.52,,4.69,,,6.48,2.63,1.03,1.64,,,,1.56,,0.95,0.87,3.24,2.76,2.22,1.56,,0.78,0.88,0.71,0.57,0.61,0.58,0.9,0.36,0.33,0.25,0.12,0.25,0.32,0.37,0.47,0.44,0.35,0.78
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,,,10.6,,,4.14,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17.8,18.7,19.2,18.5,,19.5,,17,17.3,,15.4,13.2,11.9,,11.9,,,8.21,6.64,6.39,4.9,5.01,3.52,3.39,3.96,2.87,2.45,2.67,2.75,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,12.4,12.5,12.5,13.2,16.7,16.5,24.3,22.3,20.8,,20.8,21.9,21.2,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,6.41,5.92,5.19,5.27,6.41,6.05,5.15,3.99,5,4.81,5.6,4.59,5.49,7.54,8.07,8.48,8.94,7.19,7.31,8.14,11,9.95,8.75,8.28,9.36,10.9,11.3,12.5,12.4,12.5,14.7,13
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.27,0.34,0.33,0.61,0.94,0.92,1.05,1.07,0.75,0.69,0.66,0.74,0.72,0.9,0.78,0.87,1,1.51,1.52,1.44,1.58,1.67,2.66,3.05,3.29,3.11,3.05,3.01,3.03,3.1,4.21,3.79,3.31,3.21,3.08,2.95,2.9,2.95,2.83,2.89,2.95,3.26
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,3.58,,,,,3.16,0.31,2.91,2.31,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,3.81,2.17,,,,9.64,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,6.59,,,,7.31,6.55,6.29,6.12,6.02,6.8,7.65,7.23,7.64,6.92,7.88,9.01
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,6.99,7.88,8.29,7.34,8.02,9.52,,,8.91,10.3,12,15.4,16.7,17.1,13.1,12.5,11.2,10.3,8.42,8.38,7.21,6.24,6.25,6.06,6.38,6.53,6.94,6.86,7.58,7.84,9.4
USA,3.5,5,4.9,4,3.1,2.8,5.5,4.3,4.1,4,6.1,5,5,6.2,5.2,5.3,5,4.3,3.6,4.1,3.4,3.5,4.5,5.3,4.9,4.4,4.9,7.5,6.8,6.4,5.5,5.2,6,6.3,7.7,7.7,6.3,6.2,5.9,5.1,4.6,4.4,4.6,5.4,6,5.7,5.05,4.6,4.44,4.12,3.79,3.43,3.27,3.88,4.78,4.81,4.55,4.37,3.92,3.8,4.63,7.19,7.81,7.62,7.12,6.25,5.31,4.56,4.28,3.87,3.36,3.12,7.33
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,4.87,,,,9.99,7.97,6.5,5.18,5.08,5.93,6.22,5.98,,,,4.72,5.12,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,1.18,,1.09,0.65,0.53,0.52,0.62,0.54,1,0.99,0.98,0.64,1.45,2.32
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,,,4.23,0.76,,,,,,,,,7.38,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,,,,,0.56,,,,,3.1,7.58,,7.59,,,16.8,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,5.91,,,,,,,,,,,43.8,,,,24.3,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,32.5,36.9,34.3,31.4,32.1,31.8,29,22.5,22.3,23.9,24.3,24,23.6,24.5,25.2,26.6,27,27.2,28.6,29.4
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95,,,,,,,,,,,,5.93,,,,,10.1,10.9,10.5,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,2.48,,,,,3.03,,,,,,,5.41,,,4.97,,,,,15.1,
