country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,7.17,8.23,9.18,10.1,,9.29,8.8,9.47,8.96,9.27,8.47,8.75,7.68,8.9,,7.41,6.99,6.9,6.26,7.8,10.4,11.6,11.3,11.4,13.4
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,16.4,18.2,16,,,21.4,,,18.8,,15.5,,,,,,10.1,,,,,,8.53,9.48,,,10.1,11,8.12,7.63,8.42,7.93,6.62,
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,,,7.27,7.07,6.7,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.28,3.62,1.41,3.03,2.96,1.79,,,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,,,,,,11.2,,,,,18.9,,,,,,,,,,16.6,,,16.7,18.5,,,,,,,,,22.4,23.3
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86,7.64,8.12,7.3,6.81,7.1,9.14,9.97,10.2,9.66,8.83,8.47,7.72,7.46,7.56,9.04,9.28,9.93,9.03,8.3,8.48,7.7,6.93,6.33,5.78,6.04,6.25,6.32,5.89,5.69,5.24,4.76,4.76,6.1,6.39,6.03,5.77,5.59,5.45,5.43,5.39,5.17,4.88,4.49,7.78
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.64,3.61,4.6,4.18,3.98,4.24,4.21,3.92,3.27,3.1,3.36,3.22,4.04,4.59,4.64,4.48,4.16,3.59,4.12,4.93,4.47,4.47,4.65,4.82,4.64,4.94,5.1,5.21,4.69,5.08
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,12.1,,7.36,,5.18,3.98,4.48,3.96,3.9,3.77,5.17,3.8,7,6.79,6.9,10.2,9.42,9.5,9.13,9.24,10.5,9.82,9.75,8.65,9.66,11.3,8.92,7.64,7.21,6.05,6,6.43,6.66,6.98,7.54,7.78,10.7
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,4.71,,,3.13,3.54,,,
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,4.58,,,,3.79,,,,,,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,,,,,3.16,,,,,,,,
"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,17.5,,,,,,,,,,,
Cook Is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,,,,,,,,,,,,,,,,,,,,6.99,,,,,0.95,,,1.02,
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,8.13,,,,,8.13,,,,9.77,,,,,15.7,14.3,13.5,12.9,11.2,12.2,10.7,10.9,11.9,11.7,10.7,10.6,9.66,9.16,9.14,9.67,10,10.3,11.4,17.9
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,10.7,,,,,,
Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,9.47,9.15,11.6,
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,4.43,3.84,3.3,3.72,3.99,5.91,4.74,4.74,5.37,4.16,4.98,5.09,5.32,5.74,6.34,5.45,4.6,4.45,7.34,6.7,9.93,8.85,7.63,8.37,8.88,8.43,8.55,9.85,12.4,19.5
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.46,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,3.65,3.21,,,4.26,4.01,5.01,3.33,5.07,,,,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,,,,,,,,6.66,4.78,3.62,4.22,5.04,5.59,4.93,4.14,3.6,4.54,5.3,6.43,9.75,13.4,12.9,13.2,12,10.9,8.57,7.62,7.57
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,4.46,4.37,4.12,4,4.81,6.81,9.34,9.98,9.01,8.12,9.17,9.17,9.34,8.32,6.69,5.44,7.31,8,7.55,7.79,7.88,7.14,5.78,4.46,3.43,2.66,2.29,2.84
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85,7.76,8.03,8.07,8.06,8.1,7.67,6.25,6.45,8.42,9.43,10.3,9.42,9.09,9.89,9.72,8.68,7.62,7.37,7.93,9.05,9.79,10.2,9.48,8.14,7.16,6.89,6.12,5.18,4.88,4.62,4.38,4.03,3.54,3.11,2.78,2.62,3.18
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,,17.7,,6.45,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56,8.96,8.92,7.63,6.54,6.96,8,8.44,9.51,9.24,10.5,9.01,7.56,7.62,5.73,6.1,4.94,4.67,4.1,4.22,5.56,5.1,4.54,4,3.58,2.96,4.82,5.96,6.86,6.84,7.09,6.59,6.03,6.1,5.48,4.93,4.85,5.54
Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.78,8.01,8.26,7.66,8.08,7.34,5.01,5.35,5.55,5.51,6.63,7.72,7.86,8.4,9.36,8.71,6.83,7.5,8.38,8.3
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,15.7,,13,12.4,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,9.21,11.6,,5.05,3.78,,5,4.38,3.87,3.27,3.4,3.92,5.16,4.06,3.57,3.12,2.84,3.3,3.79,5.05,4.42,4.05,4.15,7.22
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,11.5,,,17.1,,,,11.5,9.69,8.43,13.4,13.8,15.8,17.8,18.9,19.9,21,19.4,19.1,16.3,17.2,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,3.67,4.57,5.91,7.37,10.1,11.6,13.7,16,16.6,20.4,21.9,21.1,20.8,20.5,22.7,25.9,28.8,27.8,26.7,25.3,24.4,20.9,18.8,13.6,14.6,14.6,13.8,10.7,10.3,9.49,11.6,16.6,18.9,20.5,23.6,25.2,24.1,22.4,20.3,18.2,16.2,15,16.6
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,1.35,3.07,6.18,7.73,8.34,8.97,9.69,9.05,9.94,12,11.6,7.53,8.96,8.13,6.82,5.4,4.17,4.82,9.69,12.7,11.5,9.2,8.22,7.19,5.82,5.63,5.34,5.15,4.86,6.02
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,,,,,,2.81,,,,,,,,2.42,,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,3.63,3.42,3.87,,3.64,,3.42,3.62,3.15,1.94,1.5,3.65,7.63,12,12.5,13.3,12.1,12.2,10.2,9.22,8.83,7.6,7.2,6.61,7.74,7.18,6.61,5.79,5.43,6.12,6.21,5.6,5.62,6.26,6.56,7.52,7.35,6.88,6.06,4.88,5.8
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,,,,,2.66,,,5.65,,2.74,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,8.38,9.15,9.38,10.9,10.6,11,10.6,10.1,11.3,11.8,13,12.5,13.1,13,12.9,12.7,11.4,9.71,8.98,8.56,9.04,8.4,8.03,7.22,6.67,7.73,7.92,8.1,8.4,8.73,9.18,9.01,8.98,8.84,8.44,7.6,7.09
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,28.6,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,,,2.2,,,,,1.33,,,,
UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,8.24,9.63,9.36,9.37,7.83,6.64,6.07,6.5,6.76,6.66,6.43,6.08,5.62,4.92,4.57,4.38,4.04,3.55,3.79,3.29,3.39,3.27,3.89,3.83,3.95,5.09,5.46,5.89,6.01,5.53,4.64,4.13,3.85,3.39,3.08,2.83,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,12.7,13.4,12.8,12.2,13.8,15.3,,14.3,20,21,19,18.9,20.9,18.9,17.3,16.2,15.1,14,12.6,11.7,16.8
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,,,,,,7.5,,8.3,,,,,,3.98,,,,4.5,,,1.89,,5.65,,3.84,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,,,,,,,,,,,,,,,,,4.9,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,7.92,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,4.56,8.57,9,8.69,8.19,8.16,9.13,9.13,8.56,9.6,9.91,10.5,10.7,10.9,12.3,11.9,14,15.5,15,14,13.7,12.9,14.4,14.3,12.5,12,10.9,12.4,15.5,20.6,27.1,30.9,29.8,28.7,28.1,25.6,24.1,21.7,20
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,30.3,,20.2,,17.4,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.03,,1.43,,,,3.13,4.11,2.63,3.2,1.84,1.52,1.98,2.35,1.66,2.28,
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,11.7,,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.32,0.94,0.79,0.64,0.76,1.08,1.39,1.42,1.22,2.32,1.76,1.59,3.05,,3.07,3.01,5.02,5.43,4.98,3.83,3.07,2.8,2.52,3.66,2.81,2.34,2.33,2.46,2.51,2.6,2.6,2.38,2.03,2,4.14
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,2.93,3.49,2.63,3.05,4.02,4.54,3.57,6.05,8,6.33,5.99,5.89,5.48,6.56,11.9
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,,,,,,,,,,,15.4,14,13.8,12.7,11.9,10.3,9.39,9.92,11.2,12.9,14.9,15.5,16.7,15.6,13,11,8.42,6.65,6.62
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,8.9,8.08,7.66,7.88,7.03,7.18,5.67,5.29,4.47,4.65,4.89,5.41,6.79,7.36,7.29,7.38,9.04,10.1,10.4,9.71,9.15,7.15,6.56,4.54,4.02,3.68,3.23,4.12
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.23,1.23,1.25,2.21,,2.7,2.42,2.64,3.24,3.22,3.86,3.7,4.13,4.36,4.85,4.79,6.75,5.74,4.03,4.04,3.1,2.75,2.02,1.68,2.24,1.81,1.72,2.25,1.77,2.21
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,1.27,,,,,1.8,,,,,2.08,,2.34,,,,,,3.14,2.9,2.61
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,16.6,17.9,18.6,17.9,16.9,15.7,14.2,15.5,13.9,14.1,13.3,10.7,10.6,9.18,6.56,4.92,3.71,3.08,3.21,3.49,3.23,3.24,3.54,4.39,4.88,8.39,10.2,11.6,11.7,11.3,9.91,8.18,7.04,5.43,4.92,4,4.56
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11.5,12.1,12.3,13.7,16.4,17.3,16.4,16.8,17,17.3,18.8,17.8,17.4,16.2,14.6
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,,,,,10.1,,19.4,,20.1,27.9,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,3.79,4.77,4.98,4.3,2.74,3.38,3.4,2.37,2.21,1.87,2.78,2.22,1.6,1.71,2.01,1.52,1.7,4.95,5.63,5.69,4.41,4.96,4.96,3.73,2.77,1.98,1.92,3.1,5.03
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,3.3,,3.51,2.81,4.36,4.59,4.05,3.94,5.23,5.34,,,,,12.2,14.3,15.4,12.8,10.5,8.89,8.25,9.66,9.84,10.2,9.78,10.7,11.3,12.2,12.2,10.3,9.2,8.43,6.95,8.64,7.08,6.33,6.18,5.82,5.19,4.87,4.44,3.85,3.62,3.56,3.72
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,6.7,6.62,,7.91,8.07,8.85,8.9,10.7,10.8,11.8,12.3,11.3,12,10,10.9,11.9,12.5,12.6,12.9,13.8,13.6,12.5,11.2,11,10.3,8.6,8.93,7.82,7.11,7.73,8.44,8.89,8.76,10.9,12.3,13.2,12.2,12.4,12.3,11.9,11.3,10.3
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,,17.3,,,,16.4,,,,,15.1,12.6,,,,11.6,,,,15.3,16.9,15.5,15.3,15.2,13.2,9.87,8.03,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,18.6,18.2,
Japan,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.81,0.99,1.06,1,1.23,1.68,1.56,1.78,2.01,1.9,1.95,1.92,2.09,2.48,2.65,2.51,2.62,2.6,2.39,2.17,2.07,2.06,2.11,2.4,2.85,3.02,3.05,3.28,3.89,4.35,4.39,4.63,5.19,4.85,4.47,4.4,3.94,3.87,4.05,5.03,4.85,4.36,4.22,3.95,3.6,3.31,3.07,2.76,2.41,2.23,2.69
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,9.82,9.05,,,,7.94,7.53,6.85,6.51,6.89,6.28,,,,5.7,,,5.52
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,7.96,,,,,,,,,,2.17,,,4.19,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,7.4,7.54,7.48,,,7.54,7.68,7.69,7.51,8.31,8.28,7.45,7.13,7.58,3.97,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,1.66,,,,,,0.99,0.81,0.42,0.83,0.57,1.11,0.47,0.49,,0.76,,,0.96,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,5.8,,,,6.24,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,3.46,,,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.72,0.89,0.8,0.86,0.91,0.82,0.67,0.78,1.02,0.87,0.99,0.99,1.06,1.02,0.9,0.98,1.65,4.87,4.39,2.75,2.52,2.07,2.5,2.51,2.74,2.41,2.3,2.28,2.52,2.62,2.53,2.38,2.33,2.9,3.22,3.34,3.37,3.56,3.43,3.86
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,37,32.1,25.8,32.8,28.1,30.8,29.5
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,3.32,4.49,,,,
Lao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,6.41,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11,,,7.39,,,,,,,,,,,,13.5,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,,2.2,,2.69,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,20.7,,,,,,,,,,,,,17.4,18.5,15.5,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,5.32,4.74,4.26,4.42,4.16,5.67,4.74,4.75,5.13,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,,,,,,,,,33.4,,,,,,,,,,,20.6,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,11.7,12.2,13.3,13.8,12.8,10.7,10.7,8.4,5.34,4.02,5.02,9.82,13.5,12.1,11.1,10.1,8.76,7.8,6.35,5.13,4.69,4.97,6.7
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,3.13,3.63,3.08,3.03,2.39,2.06,2.04,1.99,2.88,3.05,3.9,3.93,4.23,2.93,3.89,2.94,2.86,1.87,3.24,4.07,6.06,5.3,5.84,4.03,4.65,5.16,5.03,5.52,5.3,6.23,5.11,6.86,5.78,5,5.64,4.83,6.21
