country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,6.49,,5.5,9.71,,16.3,11,6.46,5.09,3.37,4.58,8.8,12.1,11,10.5,8.7,7.94,7.14,6.48,6.38,6.94,6.8,9.13
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,1.89,,,,,,,2.56,,,,,,,,,,,,,1.98,,2.48,,3.05,,2.17,2.35,2.48,5.26,4.16,,4.19,3.55,,,3.25
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,7.54,5.91,9.96,7.92,7.77,,9.48,12.5,7.18,5.62,4.1,4.91,10.9,13,13,13.8,9.85,8.54,7.33,7.09,7.11,6.77,6.05,6.85
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,0,4.35,7.69,3.57,3.13,4.76,4.65,3.51,3.17,4.11,3.37,2,2.68,1.55,1.44,1.3,,1.63,0.5,1.36,0.91,0.79,1.12,1.35
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,0.28,,0.47,0.31,0.41,0.2,0.14,0.49,,0.15,,,0.61,0.76,,,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21,,,,,,,,,,,,,,,,8.2,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.53,2.47,2.22,2.07,1.17,0.91,2.51,2.13,1.84,1.19,1.3,0.52,1.44,0.77,0.92,2.1,2.45,1.63
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.07,,,,,2.39,,1.2,,,2.35,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.98,1.49,1.64,3.84,1.41,2.59,0.65,0.33,0.94,0.8,0.65,1,1.29,0.98,1.08,0.95,1,1.63,1.63,1.49,1.85,1.48,1.41,1.42,1.22,1.2,1.14,1.1,1.5
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,12.3,,,21.2,20.4,21.5,22.8,25.8,24.2,21.4,22.7,19,17.2,14.3,12.4,14.7,12.8,10.8
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,,,11.6,5.02,,,,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,5.55,7,7.37,3.1,3.11,6.48,,,,,,4,,4.08
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.8,0.2,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,8.51,10.2,9.78,10.1,7.48,6.46,6.57,9.01,9.52
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,1.14,,,,,6.7,1.74
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,4.59,,,
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,1.23,,2.28,4.66,4.73,5.49,4.03,7.09,2.63,2.78,3.15,4.34,2.28,2.13,1.71,1.54,0.76,0.91,1.7,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,1.38,,3.45,,,,5.13,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.28,1.72,1.46,0.88,0.62,0.72,0.33,0.35,0.11,,0.3,0.56,2.28
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,2.51,,4.28,1.55,3.1,,5.17,,2.29,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,3.5,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,2.39,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,0.88,,,,,0.54,,,,,,1.42,,0.18,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76,,9.54,,,,6.32,,4.46,,6.92,7.84,6.69,6.32,5.07,5.25,5.09,4.87,3.22,5.09,5.48,3.53,3.9,2.14,1.12,1.6,2.07,3.11,4.86,4.73,4.48,4.47,3.94,4.48,4.85,5.17,6.18,7.25,7.59,7.42,5.84,4.84,3.14,2.85
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.86,0.86,0.88,0.91,1.9,1.92,1.91,1.92,2,1.94,2.11,1.41,1.52,1.52,1.1,0.59,0.85,1.4,1.18,0.89,1.18,0.91,0.82,0.86,0.57,0.91,1.1,0.87,1.14,1.05,1.52,1.23,,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,3.48,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,12.1,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,1.43,2.66,3.2,4.05,4.44,4.9,3.96,3.56,2.95,2.62,3.04,4.34,4.16,3.56,2.84,3.38,3.82,2.64,1.98,2.15,1.33,1.74,2.47,2.94,3.35,3.84,3.65,2.88,3.43,3.18,2.8,2,2.65,2.8
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,30.5,,23.8,25.4,,29.9,,33.4,,24.7,,,,,,,,,0.82,,0.93,,,8.03,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,1.04,,,,1.12,,0.62,,,1.43,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,2.15,2.48,2.34,2.48,2.69,2.1,2.08,3.72,2.58,1.84,1.72,1.21,1.5,1.86,1.45,1.07,1.55,3.87
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,5.99,4.92,5.06,4.9,4.94,3.71,5.42,5.33,4.66,3.93,4.56,4.9,3.5,,0.25,,0.29,0.31,0.39,0.31,0.29,0.2,0.21,0.3,0.24,0.29,0.33,0.25,0.18,0.38,0.33,0.47,0.34,0.35
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,,,,,4.29,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,6.3,6.43,4.89,5.19,5.02,5.29,5.56,10.6,7.5,7.65,10.3,8.71,8.44,6.16,5.74,4.38,5.52,6.5,6.21,6.63,6.92,6.35,4.82,3.51,3.08,1.99,2.04,1.64
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,7.15,5.51,,,5.28,4.63,,,,8.35,,,,,,6.67,9.09,,2.94,2.7,8.33,8.11,2.63,,,6.12,4,1.92,3.57,6.25,6.35,3.23,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.66,,,,,,,2.19,1.86,1.45,1.61,1.38,1.75,0.9,2.03,2.09,2.61,3.59,3.36,,2.32,2.58,2.58,3.69,3.47,4.8,5.2,5.16,5.8,5.76,6.92,7.68,9.55,10.7,12.6,11.4,10.7,9.05,8.06,6.6,6.27,5.06
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,6.03,,1.27,4.07,0.79,,,,,,,,,,,1.19,1.37,1.06,0.75,1.84,2.52,2.47
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,,,,1.03,,,2.99,2.29,2.51,1.47,,2.05,3.29,3.52,3.02,2.23,3.75,2.33
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,0.7,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,18.1,,,,10.3,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,0.67,0.63,0.38,,0.35,0.42,0.41,,0.89,1.54,,0.92,0.72,0.73,1.58,1.72,1.44,1.77,2.38,2.15,2.18,2.29,2.33,1.9,2.06,3.37
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,4.74,5.67,6.2,6.12,7.2,8.16,9.74,7.1,5.9,4.85,4.84,4.47,3.47,3.43,2.65,3.43,4.76,4.09,3.7,2.51,3.04,2.73,3.04,2.92,3.21,2.77,2.23,2.78
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,0.11,,,11.2,9.39,7.35,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,,,,,,,,,1.37,,,,,,,,0.72,,,,3.75
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,,,,1.24,,0.79,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.13,0.86,,0.6,0.53,1.51,,3.53,2.46,0.79,0.69,,1.2,1.67,1.57,2.7,1.38,2.73,1.14,2.18,4.83,,2.29,3.78,2.97,3.18,,4.03,3.25,3.09,4.76,2.63,3.14,3.12,2.99,2.84,3.02,3.52,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,0.53,0.71,,,,,,,,0.53,1.32,,1.12,0.8,,,,,0.96,,,,0.75,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.5,,,,,5.1,4.57,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,11.4,8.61,6.48,6.58,9.35,12.3,14.5,11.9,10.2,9.76,7.77,6.57,8.14,6.64,4.47
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,3.84,,1.82,1.33,3.88,1.12,,3.44,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,11.5,4.83,5.79,5.98,,8.05,10,14.7,9.68,15.5,14,9.51,9.02,8.47,9.92,11,9.06,11.6,11.6,11.7,10.6,9.67,6.44,6.08,5.37,5.31
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,2.46,,1.81,,,4.43,1.84,2.79,1.72,2.44,2.18,3.8,4.83,3.16,3.59,4.04,5.38,6.35,6.64,7.21,5.14,5.26,4.43,4.42,4.05
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.61,,,,,,3.09,3.75,5.15,4.91,2.1,2.05,,1.06,1.75,2.1,2.88,4.43,5.2,7.93,7.44,8.26,5.48,6.04,4.58,3.92,3.91,3.54,4.05,3.45,3.82,3.52,3.42,4.59,4.82,4.47,4.61,4.22,4.54,4.57,4.38,4.38,3.76,4.2,5.08
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,,,,,,,,,,,,,,,,,,,,,6.95,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,0.55,1.24,1.36,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85,6.15,,,,2.05,,2.56,1.28,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,0.37,,,,,,0.72,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,1.54,,1.97,,,1.45,0.6,0.7,0.66,,,,0.12,,1.16,0.31,1.44,0.46,0.59,0.59,,0.48,0.43,0.17,0.11,0.39,0.11,0.23,0.05,0.14,0.05,,0.04,0.02,0.02,0.04,0.09,0.06,0.14
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,8.75,9.9,33.1,15.2,12.2,4.29,9.52,,11.2,,10.1,10.2,,9.91,7.22,5.45,,3.45,,,8.37,5.85,6.74,3.32,1.99,2.97,1.7,2.4,,1.24,1.08,1.28,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,,,,,,,,1.54,2.03,1.1,2.17,,3.19,,1.75,0.66,,1.41,1.59,1.17,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.14,0.95,0.42,0.45,0.6,0.66,0.42,0.38,0.81,0.59,0.19,0.45,0.45,1.25,1.09,0.81,0.59,0.75,1.02,1,1.42,1.2,1.36,1.56,2.19,2.32,3.33,2.99,3.13,3.3,4.16,3.78
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.52,0.55,0.55,2.53,1.93,1.83,1.72,1.09,1.63,1.52,1.38,1.29,0.96,1.32,1.18,1.14,1.28,1.25,1.56,1.52,1.77
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,1.7,,,,,0.65,,0.48,0.45,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,1.39,0.48,,,,9.89,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,0.37,,,,0.15,0.11,0.09,0.07,0.67,1.38,1.48,2.53,4.05,6.76,7.23,8.61
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,5.52,4.33,4.73,3.16,2.27,3.72,,,5.31,7.55,8,9.79,10.8,10.7,7,6.75,6.96,5,5.32,4.39,3.26,3.12,2.74,2.79,2.94,3.53,3.85,3.48,3.72,4.5,5.77
USA,3.1,4.4,4.5,4,2.5,2.5,4.6,3.8,3.6,3,4.5,4.1,3.4,4.5,3.5,3.6,3.3,2.8,2.3,2.4,2.2,2.2,2.7,3.3,3.3,2.8,3.2,5.1,4.9,4.4,3.2,3.2,3.3,3.8,5.2,5,4.3,4.3,3.8,3.1,2.7,2.8,2.8,3.4,4.2,4,3.8,3.59,3.4,2.64,2.37,2.63,2.52,2.69,3.48,3.7,3.65,3.35,2.93,2.98,3.67,6.01,6.24,6.09,5.57,4.99,4.18,3.6,3.3,3.06,2.73,2.68,7.15
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,,,,,,,,,,,1.63,,,,4.26,2.38,2.05,1.41,1.12,1.23,1.65,0.92,,,,1.34,1.64,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,0.34,,,0.08,0.11,0.09,0.13,0.12,0.3,0.38,0.36,0.07,0.82,1.02
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86,,,1.29,,,,,,,,,,5.59,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,0.07,,,,,0.61,4.01,,3.98,,,4.22,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,1.87,,,,,,,,,,,39.6,,,,5.13,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,12.1,12.6,11.5,9.44,9.6,7.32,8.73,4.66,4.53,6.14,4.95,5.25,5.89,7.05,6.94,6.26,8.09,8.36,7.83,8.79
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,2.26,,,,,4.45,3.14,7.03,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.37,,,,,0.63,,,,,,,0.81,,,2.09,,,,,10.5,
