country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,2.25,5.62,5.32,5.26,4.55,6.06,5.52,4.05,4.1,3.07,3.83,2.73,4.39,3.59,2.65,1.69,1.8,1.6,1.56,1.93,2.25,2.06,2.32,2.99
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,0.94,,0.51,0.38,0.69,0.5,0.57,0.48,,0.72,,,1.01,1.33,,,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,,,,,,,,,,,,,,,,5.22,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,3.09,3.38,3.42,3.45,2.73,2.37,3.33,3.42,3.25,2.55,2.59,1.64,2.33,1.86,2.11,2.64,3.92,2.87
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,,,,,2.15,,1.37,,,1.99,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.02,1.26,1.95,3.85,2.43,1.44,1.14,0.93,1.38,1.24,1.24,1.49,1.69,1.91,1.81,1.9,2.1,2.96,3.08,2.83,2.77,2.68,2.6,2.4,2.04,1.9,1.65,1.86,2.48
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,20.5,,,28.4,28,28.5,26.3,27.8,28.2,25.1,24.1,22.7,20.8,17.7,16.6,16.9,11.8,12.7
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,,,7.29,4.93,,,0.6,0.23,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,,1.78,2.63,,3.37,2.61,3.49,3.94,5.82,4.16,2.91,4.17,5.31,6.08,5.24,3.44,2.49,3.32,1.49,3.48
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,0.62,0.11,0.16,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,9.2,10.8,10.9,11,8.49,7.24,6.76,7.5,9.7
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.8,1.57,0.91,0.97,1.13,1.93,1.8,1.74,1.56,1.89,6.37,2.83
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,,,,,4.89,,,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,,,1.96,1.38,1.45,2.45,2.46,2.78,3.18,3.73,1.5,1.84,2.93,2.74,2.28,2.83,1.74,1.61,1.01,0.81,1.14,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,0.96,,5.63,,,,3.32,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,1.23,1.58,1.55,1.03,0.86,0.92,0.35,0.29,0.35,,0.52,0.52,2.78
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43,,,,,,4.53,,4.35,2.58,3.24,,5.28,,4.48,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,0.09,0.82,,0.76,,,3.99,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,0.79,,,,,,4.2,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,1.92,,,,,2.28,,,,,,2.17,,1.72,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,,6.61,,,,6.59,,4.52,,5.81,5.67,4.53,3.77,4.9,3.05,3.56,3.3,3.51,4.04,3.91,2.3,2.69,1.87,1.51,2.07,2.15,3.63,4.85,4.76,4.3,3.95,3.69,4.41,4.66,5.25,6.78,7.75,8.07,7.15,5.54,4.48,3.21,2.73
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,,6.98,7.17,6.75,,,8.71,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,0.72,0.75,0.78,2.43,2.52,2.55,2.99,2.63,2.6,3.01,2.06,1.45,1.8,0.91,0.89,1.21,1.2,1.05,1.25,1.53,1.1,0.94,1.01,1.09,1.39,1.22,1.22,1.25,1.28,1.63,1.94,1.79,1.55,1.58,2.03
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,4.85,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,7.31,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.9,2.73,3.93,4.73,5.45,6.71,5.74,4.8,3.4,3.7,4.11,4.78,5.04,4.72,3.61,3.28,3.61,2.46,1.93,2.03,1.44,2.02,3.19,3.45,3.3,4.07,3.66,3,3.36,3.19,2.84,2.48,2.72,2.85
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.23
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,7.03,,6.58,6.94,,8.31,,8.75,,8.75,,0.25,0.04,0.08,0.26,0.21,0.16,,1.71,0.4,2.43,,,5.26,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,3.57,1.07,0.98,1.04,0.76,0.42,0.69,0.72,1.22,0.93,1.76,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,3.47,2.51,3.48,2.72,2.96,2.73,2.96,2.62,2.25,1.8,1.76,1.19,1.82,1.94,1.78,1.6,1.82,4.7
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,6.13,5.67,5.1,4.54,4.97,4.87,5.48,5.42,5,4.66,4.96,5.45,4.64,,0.54,,0.49,0.51,0.57,0.62,0.57,0.46,0.46,0.45,0.44,0.49,0.47,0.5,0.33,0.45,0.48,0.56,0.44,0.66
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,,,,,2.35,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,1.78,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,6.54,7.04,5.94,5.85,5.26,5.41,7.34,9.74,9.4,10.3,10.6,10.7,10.8,8.49,6.82,5.29,6.27,7.14,6.91,7.45,7.74,6.81,5.45,4.4,3.68,2.79,2.37,2.13
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,11.4,9.53,,,9.51,11.5,,,,11.8,,,,,,8.91,11.5,,7.14,7.14,9.01,8.55,7.34,5.26,,8.09,6.62,5.71,6.21,7.1,8.28,6.41,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.43,,,,,,,2.37,2.56,2.34,1.82,1.74,1.91,2.03,3.36,3.67,4.01,4.97,5.15,3.43,3.58,3.25,2.49,3.44,4.29,5.63,6.1,6.31,6.52,6.59,7.64,8.89,10.8,12.7,13.7,13.5,12.4,11,8.54,6.53,6.21,5.86
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,0.62,4.35,,3.06,4.91,2.78,3.35,1.47,1.14,1.92,1.63,2.05,2.19,1.71,1.11,1.8,1.42,2.07,1.89,1.96,3.02,2.95,2.69
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,12.4,17.3,14.1,15.6,12.1,10.3,10,11.8,10.2,13.8,8.84,8.88,9.63,9.57,9.82,10.7,11.9,8.7,9.39,8.54
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,1.04,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,16.7,,,,14.1,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,,1.41,0.98,0.86,0.53,0.93,1.09,1.72,1.52,1.93,3.31,2.44,2.58,2.3,2.49,2.98,3.34,3.72,3.39,3.7,3.29,3.74,3.22,3.16,2.54,2.36,3.38
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,4,5.25,5.59,6.4,7.76,8.8,9.69,7.3,5.93,4.95,4.73,4.81,3.96,3.69,3.12,4.05,5.58,4.91,4.45,3.28,3.62,3.57,3.71,3.69,3.84,3.27,2.9,3.54
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,0.13,,,12.7,10.3,10.2,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.7,0.91,0.65,,,,0.22,0.21,0.11,,,,,,0.08,0.02,0.25,,0.12,,1.46
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,6.51,,,,3,1.84,1.57,,0.83,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,0.85,1.28,,0.71,1.12,2.02,,5.37,3.45,1.7,0.93,,0.79,1.39,1.7,2.15,1.61,2.96,2,2.75,4.42,,3.08,5.25,4.54,5.08,,4.51,4.02,3.52,5.52,3.21,3.41,3.08,3.13,2.96,3.44,3.45,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,5.16,4.29,,,,,,,,4.96,5.87,,4.8,2.21,1.62,1.6,1.2,1.46,1.47,2.01,1.67,0.87,1.58,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,1.86,,,,,4,3.27,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,9.53,10.5,7.44,9.95,11.9,14.9,17.2,15.3,12.4,11.5,8.98,8.07,8.72,6.55,5.25
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,3.45,,,,,4.09,,,,,3.22,1.96,2.98,1.9,3,2.13,0.89,2.39,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04,7.57,6.57,6.79,6.25,10.3,12.7,11.7,16.1,12.6,16.1,13.4,9.78,8.19,6.42,7.68,10.1,10.1,11.2,11,10.6,9.34,8.98,6.03,5.26,4.67,4.84
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,,1.89,1.85,3.12,3.3,2.36,3.74,6.1,4.83,2.45,3.85,2.94,4.22,2.53,3.27,4.03,3.57,3.96,6.26,6.16,7,7.79,7.76,6.47,6.39,4.89,4.51,3.75
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,1.72,,,,,,3.03,3.98,4.64,4.13,2.12,2.11,,1.18,1.51,2.19,3.28,5.69,6.93,7.69,8.32,9.78,6.66,6.91,5.91,4.45,4.32,4.47,5,4.39,4.37,3.96,3.76,5.26,5.78,5.22,5.2,5.08,5.41,5.35,5.29,5.09,4.44,4.67,5.83
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57,,,,,,,,,,,,,,,,,,,,,7.38,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69,,,,,,,,,2.51,,,1.5,1.4,,1.2,0.86,,0.96
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,2.17,,,,0.95,,1.38,1.15,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,0.92,,,,,,0.85,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,1.49,,1,,,1.09,0.4,0.51,0.48,,,,0.07,,0.73,0.26,0.92,0.43,0.45,0.3,,0.38,0.26,0.21,0.14,0.24,0.11,0.29,0.05,0.13,0.11,0.02,0.05,0.05,0.06,0.06,0.09,0.06,0.18
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,4.81,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,7.8,8.51,30,11.2,11.1,6.64,9.03,,9.77,,10.3,9.33,,7.06,6.43,6.25,,4.4,,,5.71,3.8,4.21,2.73,1.99,1.99,1.65,1.84,1,0.7,0.98,1.06,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63,,,,,,,,2.86,3.46,2.2,2.44,1.62,2.94,2.29,2.37,1.95,,2.23,1.56,2.01,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,2.97,3.08,2.49,2.74,2.77,2.31,2.46,1.56,1.52,1.84,1.95,2.15,2.28,3.52,3.72,3.64,3.93,3.57,3.51,4.36,5.64,5.01,4.33,3.88,4.66,5.99,6.67,6.18,6.49,6.75,8.04,7.19
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,,,,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.57,0.56,0.18,0.68,0.95,0.91,1.03,0.86,0.55,0.41,0.4,0.28,0.41,0.27,0.41,0.41,0.41,0.82,1.08,0.96,1.13,1.31,1.97,2.26,3.24,2.68,2.55,2.03,1.71,2.11,3,2.58,2.22,2,1.9,1.7,1.5,1.78,1.68,1.77,1.8,2.22
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,1.18,,,,,0.81,,0.66,0.5,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,1.46,0.34,,,,9.6,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,2.24,,,,2.91,2.71,2.43,2.1,2.36,3.89,3.89,4.81,5.61,7.4,7.98,8.98
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82,,,,,,5.45,4.27,4.13,2.92,2.73,3.89,,,4.64,6.06,7.07,7.67,9.13,9.35,6.23,5.76,5.59,4.38,4.06,3.58,2.95,2.62,2.22,2.47,2.55,3.14,3.48,2.98,3.45,3.86,4.67
USA,3.1,5.2,4.8,3.1,2.4,2.7,4.5,4.2,3.5,3.4,5.2,4.4,4.2,5.4,4.2,4.1,3.7,3.1,2.5,2.4,2,1.9,2.7,3.3,3.2,2.6,2.8,4.6,4.5,3.9,2.9,2.9,3.3,3.7,5.4,5.6,4.7,4.3,4.1,3.5,3.2,3.2,3.3,4.1,5.1,4.7,4.11,3.59,3.44,2.92,2.59,2.68,2.47,3.04,3.9,4.12,3.78,3.32,2.98,3.09,3.71,6.61,7.13,6.64,5.95,5.34,4.35,3.78,3.56,3.11,2.88,2.57,6.73
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,5.17,,,,7.03,4.82,4.13,3.25,3.06,3.44,3.33,3.01,,,,2.84,2.24,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,0.46,,0.18,0.2,0.16,0.12,0.22,0.2,0.43,0.5,0.47,0.24,0.77,0.97
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,,,1.7,,,,,,,,,,4.44,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0.14,,,,,0.55,2.75,,2.72,,,2.31,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,,,,,5.62,,,,,,,,,,,10.2,,,,4.5,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,11.8,13.1,12.8,9.62,10.4,8.61,8.87,6.74,6.25,7.58,6.21,7.04,7.7,7.65,8.69,9.08,9.14,9.63,9.95,11.1
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,,,,,,,,,,3.11,,2.3,,,,,5.26,4.37,5.84,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.58,,,,,0.93,,,,,,,1.29,,,2.32,,,,,8.65,
