country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,2.87,3.16,3.55,5.92,5.59,6.16,5.45,5.84,5.89,5.29,5.46,7.95,9.51,11,9.68,7.63,7.58,6.77,6.29,5.49,4.53,4.58,4.3,3.77,3.55,3.37,3.23,2.73,2.61,3.34,3.25,3.33,3.45,3.83,4.09,4.25,4.25,4.07,4.29,3.98,5.12
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.38,2.66,3.06,2.74,2.86,3.01,2.52,4.71,4.97,5.8,7.28,3.42,3.89,4.6,5.16,6.36,4.75,6.74,5.55,5.75,6.07,5.07,3.97,4.02,3.45,2.25,2.72,2.47,3.59,3.44,3.78,3.82,4.72,4.97,4.24,3.85,3.39,4.03
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,3.93,4.19,4.08,3.37,2.9,3.4,2.74,3.82,3.53,1.53,3.5,2.8,2.7,2.28,2.13,2.38,2.61,2.7,2.84,2.95,
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,5.87,4.97,6.15,5.25,6.25,4.22,3.56,2.75,2.82,3.55,4.92,3.96,4.48,4.67,5.32,5.66,3.22,2.98,3.48,1.68,3.63,4.43,4.76,4.24,4.36,5.11,4.63,4.03,4.49,5.39,5.37,5.62,5.66,5.87,4.35,4.1,4.17
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,0.31,0.8,,,,,,,,,
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,,,,2.25,,
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,1.97,1.85,,,,2.16,,,0.94,,,1.05,0.87,,,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,18.4,15,11.7,10.2,8.63,7.86,6.82,5.52,6.29,8.98,8.81,10.4,12.4,11.7,8.69,7.33,5.88,4.64,3.85,4.27
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.27,,,,,,,,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,,,,,,,5.94,,,,,5.93,,8.16,,4.93,3.69,6.77,,6.05,,,,,,,,,
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,16,14,14.7,14.7,16.2,15.4,16.5,13.3,14.6,15.9,11.2,10.5,8.74,9.85
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13,5.82,4.92,3.27,3.52
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,1.89,2.76,1.05,2.1,,4.36,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,2.7,6.09,,7.65,6.05,8.57,,,,,,
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,15.9,,,,,,,,2.56,,,,,,,,,,,,,0.66,1.42,,0.85,1.14,0.59,0.74,1.04,1.25,1.66,1.61,0.84,4.07
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,3.36,3.08,3.75,4.34,,4.29,3.62,4.02,3.45,3.41,3.35,3.05,2.57,3.2,,2.47,2.69,2.51,2.52,3.33,5.12,6.05,6,6.08,7.36
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,,,8.7,9.78,11.1,9.9,5.95,8.05,13,,,10.8,,4.95,,,,,,7.14,,,,,,5.77,6.03,,,7.2,6.25,4.64,3.34,4.69,4.46,4.78,
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,,,1.92,1.7,0.79,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,1.26,0.3,0.19,0.41,0.06,0.16,,,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,3.63,,,,,11.8,,,,,,,,,,5.88,,,6.04,6.38,,,,,,,,,15.1,16.1
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,5.19,5.61,4.74,4.68,4.57,7.08,8.42,8.14,8.39,7.45,7.12,6.33,6.36,6.09,8.26,9.29,9.96,9.19,8.33,7.81,7.6,6.86,5.95,5.48,5.82,6.26,6.27,5.92,5.37,5.23,5.06,5.37,6.96,6.59,6.63,6.2,6.33,6.15,6.08,6.36,5.77,5.38,5.31,7.98
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.07,2.33,3.48,4.07,3.13,3.17,2.9,3.12,2.54,2.72,1.7,1.99,2.49,3.22,3.71,3.05,3.12,2.56,2.72,3.48,3.53,3.35,3.26,3.32,4.03,3.77,3.83,3.99,3.88,3.93
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08,7.27,,4.61,,3.42,3.01,2.02,2.08,1.69,2.15,2.94,2.57,4.09,4.09,4.54,7.47,7.02,6,5.67,5.74,5.45,4.97,4.64,4.73,4.6,6.68,4.46,4.06,3.57,3.09,3.85,3.23,4.12,4.2,4.41,4.06,7.43
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,2.86,,,0.88,0.77,,,
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,0.87,,,,1.61,,,,,,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,1.43,,,,,,,,
"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73,,,,25.2,,,,,,,,,,,
Cook Is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,6.27,,,,,,,,0.45,
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91,5.51,,,,,3.94,,,,4.3,,,,,7.92,7.36,6.73,6.21,5.37,5.31,5.02,5.2,6.33,6.17,5.51,5.45,4.91,4.91,4.77,5,4.87,4.69,5.79,9.64
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,,,,,,,,,,1.8,,,,,,
Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,19,,3.28,5.53,4.7,
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,3.08,1.33,1.93,1.11,2.44,2.12,3.58,2.03,1.37,2.79,2.69,2.03,3.99,4.46,3.16,2.75,2.04,2.53,2.65,3.45,5.91,5.34,3.71,3.69,4.36,4.12,3.54,3.7,5.7,8.88
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.6,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,3.3,3.58,2.73,,,5.69,5.81,6.95,5.52,2.05,,,,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,3.48,5.46,3.52,4.37,5.34,3.55,3.26,3.11,3.25,4.32,4.73,4.86,9.67,12.4,16.3,15.6,11.5,7.84,5.78,6.32,5.8
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,3.91,3.55,2.92,3.62,3.83,3.78,4.86,5.26,4.45,3.89,4.43,5.43,5.16,5.32,4.64,3.88,5.66,6.5,5.81,5.83,5.81,4.93,4.38,3.82,2.4,1.96,1.95,1.99
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,4.42,6.07,6.8,7.21,7.34,8,7.46,7.29,8.51,10.4,12,11.6,13.3,15.2,15.4,14.2,12.7,12,11.2,12.6,12.8,12.7,12.4,10.3,8.47,7.99,7.6,6.42,5.86,5.69,5.11,4.7,3.88,3.39,2.91,2.7,3.17
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,,6.02,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,5.06,5.93,5,5.87,5.92,7.14,6.12,8.61,8.56,8.82,6.47,8.02,6.11,5.06,5.08,4.24,4.04,3.97,4.68,3.9,5.63,5.17,3.89,3.42,2.55,4.53,5.73,5.75,5.8,5.52,5.2,4.38,4.1,3.7,3.64,3.37,4.2
Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,2.75,2.42,2.48,2.17,2.58,1.24,1.09,1.36,1.92,2.08,1.36,1.96,1.87,1.72,2.21,2.29,1.18,1.07,1.2,1.27
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,,,,1.32,1.04,1.47,1.01,1.49,1.46,1.54,2.03,1.52,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,5.49,5.62,,2.18,1.49,,3.69,2.65,0.79,1.29,1.07,1.69,1.51,1.61,0.79,1.01,1.11,1.22,1.17,1.84,1.31,1.35,1.66,2.99
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.48,0.29,2.05,0.35,0.61,1.01,0.61,1.12,0.33,0.7,0.85,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,3.4,4.08,5.08,6.2,6.99,7.4,9.93,10.5,11.4,9.48,9.04,9.14,8.22,8.15,9.12,10.8,12.8,12.3,11.6,11.5,10.3,9.63,9.82,6.34,7.07,6.82,7.47,6.3,5.76,5.97,7.36,12.1,14.2,15.1,18,20,20,18.6,17,15.3,13.8,12.6,12.5
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.62,2.07,3.49,5.16,6.24,6.24,5.55,5.35,6.09,8.56,9.23,10.2,7.4,4.58,5.43,4.14,3.56,4.08,9.34,16.3,11.6,7.16,6.05,5.44,6.04,8.05,5.73,5.43,4.05,6.65
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,1.02,,,,,,,,0.69,,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13,5.37,5.78,5.73,,6.55,,6.36,4.52,4.65,3.74,2.25,5.07,10.8,15.7,19,13.1,14.8,12.8,13.3,10.4,9.38,8.97,7.51,8.25,8.35,6.88,6.77,6.35,5.39,6.23,6.52,6.42,6.58,6.95,7.27,8.02,7.52,7.82,6.9,6.59,7.45
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,0.89,,,0.68,,,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,6.57,6.86,7.39,7.8,7.66,7.09,6.52,6.51,7.48,7.34,6.68,6.49,8.12,7.9,8.32,8.11,7.35,5.84,5.3,4.75,5.64,4.57,4.96,4.38,4,5.41,5.77,5.71,6.2,7.01,7.45,7.39,7.21,6.55,6.77,6.76,5.77
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,,,,,,,,,,,,,,,,,6.89,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,2.13,,,,,2.4,,,,
UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,7.93,8.67,8.81,9.67,9.03,7.71,7.33,7.75,8.15,10,9.13,7.63,7.09,6.34,5.36,5.13,4.49,3.27,3.46,3.32,3.09,2.75,3.01,3.21,3.14,4.59,4.74,5.01,4.94,4.82,4.04,3.45,3.69,3.54,3.25,2.95,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,6.53,6.69,7.98,7,7.39,7.8,,8.11,11.1,12.2,14.5,12.2,15.5,12.2,11.5,11.7,11.2,8.61,7.83,6.44,12.4
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,,4.7,,8.79,,,,,,2.12,,,,2.88,,,0.46,,2.9,,1.38,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,1.87,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49,,,,,,2.79,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.33,2.13,1.92,2.06,1.81,1.75,1.62,1.76,2.38,2.77,3.1,3.4,2.97,3.2,3.16,4.27,3.7,4.05,3.8,3.11,4.24,3.77,3.7,3.36,3.24,4.57,6.23,8.41,13.5,16.2,17.2,17.5,19.2,18.1,15.3,13.4,12.2
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,,,18.2,,11.8,,6.55,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,1.29,,0.65,,,,1.92,1.19,0.7,0.38,,0.63,0.78,0.39,0.54,0.64,
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,6.43,,,,,,,,,,,,,,,,8.36,,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,2.94,2.57,3.09,2.36,1.25,0.8,0.71,,1.18,1.54,1.66,1.69,2.95,2.32,1.72,4.12,,5.33,4.82,7.9,8.85,8.83,6.82,5.37,4.35,3.4,4.96,4.03,2.93,2.72,3.15,3.14,2.84,2.8,2.9,2.31,2.78,5.98
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.99,0.95,1.22,0.85,1.77,1.6,1.27,1.12,1.81,1.72,3.1,2.2,2.55,0.98,6.48
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,7.25,6.75,6.49,7.23,6.03,6.07,5.48,5.83,6.54,7.73,10.4,9.91,11.6,11.6,9.57,7.47,4.36,3.43,4.69
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,8.44,6.97,5.42,5.87,5.58,6.13,2.73,3.12,2.84,2.94,2.85,2.87,3.87,3.97,4.38,5.12,6.49,7.9,9.18,8.4,8.05,6.37,5.77,4.4,3.59,2.58,2.23,2.99
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.17,0.2,0.2,0.25,,0.27,0.38,0.47,0.51,0.42,1.12,1.19,1.63,1.52,0.93,0.98,1.15,0.81,0.95,1.21,0.89,0.78,0.71,0.67,0.66,0.68,0.71,0.8,0.53,0.98
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.14,,,,,0.12,,,,,0.21,,0.3,,,,,,0.36,0.35,0.31
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93,10.2,10.3,10.6,12.2,11.8,11.2,9.5,9.41,8.36,8.21,8.42,7.74,6.77,6.16,5.05,4.26,2.53,2.64,2.37,2.37,2.42,2.79,2.42,2.47,3.43,6.59,8.77,9.72,10.7,10.8,9.65,7.9,6.51,5.83,4.62,3.6,4.05
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88,3.65,3.41,3,4.25,5.67,3.88,3.4,3.1,2.84,3.53,4.6,3.89,4.32,3.04,3.22
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,3.07,,4.61,,3.87,5.67,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,2.76,4.36,3.79,3.12,3.04,2.61,1.88,,,,1.53,,4.54,,1.41,0.89,1.59,3.66,4.36,5.46,4.24,3.22,3,3.21,2.09,1.8,2.19,1.73,3.59
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,4.68,9.22,9.37,8.87,6.46,6.06,5.96,6.46,8.41,8.67,8.73,8.23,8.24,8.42,9.51,8.89,8.19,6.84,5.78,6.92,6.4,5.51,4.79,4.41,4.1,3.92,3.79,3.44,3,2.86,3.08
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,21.3,16,,5.26,1.73,1.8,1.5,2.06,2.21,1.72,2.24,1.75,1.89,2.2,3.1,3.58,4.22,4.49,4.56,4.66,4.9,4.66,4.63,4.16,4.24,4.15,3.51,2.88,2.41,3.11,3.4,3.58,3.84,5.26,5.73,5.48,5.54,5.74,5.78,5.71,5.43,5
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,,,,7.43,,,,4.77,,,,,4.76,3.53,,,,4.25,,,,5.61,5.31,4.85,5.92,4.75,4.5,3.28,2.89,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,5.18,5.22,
Japan,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.3,1.5,1.7,1.5,1.6,2.3,2.6,2.8,3,3.1,2.8,3.2,3.4,3.7,3.9,3.7,4.1,4.2,3.6,3.1,2.7,2.5,2.5,3,3.6,3.7,4.2,4,5,5.4,5.55,5.77,5.88,5.7,4.53,4.15,3.91,3.4,3.72,4.77,5.01,4.46,4.12,3.7,3.2,3.1,2.9,2.7,2.3,2.1,2.6
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,5.18,6.13,,,,7.55,6.59,6,5.27,5.05,4.18,,,,5.24,,,5.54
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,,,,,,,2.71,,,,,,,,,,0.23,,,1.13,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,,3.65,3.09,5.36,,,3.41,3.49,3.81,3.89,6.15,4.45,3.75,2.81,2.8,2.36,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.79,,,,,,0.59,0.62,0.49,,,0.41,,0.72,0.85,,,,0.64,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,4.21,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,1.64,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,2,1.42,1.37,1.4,1.34,1.21,1.02,0.83,0.82,0.81,0.62,0.69,0.67,0.63,0.87,0.66,1.06,4.06,4.5,2.62,2.07,1.63,1.91,2.1,2.3,2.16,1.99,1.77,2.17,2.51,2.11,2.06,1.87,2.18,2.79,2.69,2.4,2.87,2.93,3.17
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,,15.2,12.6,12.3,11.1,9.5,7.49,10.1
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,0.17,0.59,,,,
Lao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,2.99,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,4.01,,,,,,,,,,,,6.1,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,1.26,,1.68,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,14,,,,,,,,,,,,,9.05,9.48,9.25,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.96,0.5,,0.54,0.87,0.5,0.61,0.89,0.5,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,32.6,,,,,16.2,,,,,,11,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38,6.23,5.08,9.62,14.7,9.81,14.1,11,6.9,6.11,3.74,4.43,10.5,14.4,13.4,11.9,11.2,10.7,8.74,7.75,7.29,7.2,6.88,9.86
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.52,0.68,0.54,,,0.64,0.57,1.04,1.23,,,,,,,0.99,1.37,,,,1.53,,1.37,,2.72,3,2.29,2.76,2.14,4.69,4.28,4.73,4.99,3.26,3.58,4.13,4.14
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,11.5,10.8,8.31,9.39,12.2,9.65,10.1,10.2,8.94,6.68,4.47,6.3,13.8,16,14.9,14.7,10.5,9.87,9.28,9.19,8.26,7.57,6.61,8.1
