country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,6.05,7.61,12.9,18.5,12.3,11.9,10.9,7.31,7.17,4.11,4.27,12.4,16.9,15.9,13.5,13.9,13.8,10.6,9.21,8.39,7.5,6.98,10.7
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,0.78,,,,0.66,0.57,,1.43,,,,,,,,1.98,,,,1.27,,0.54,,2.48,,2.36,3.02,1.9,4.32,4.37,5.44,5.52,3.05,4.12,4.66,4.85
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,14.3,14.3,7.1,10.4,15.9,12,10.8,7.55,10.9,7.86,4.89,7.94,17.6,19.8,17.4,15.8,11.4,11.6,11.6,11.8,9.67,8.54,7.3,9.57
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,3.13,6.06,4.41,5.97,5.13,6.67,5.88,4.31,4.55,2.58,4.07,3.11,5.29,4.29,2.93,1.92,2.53,1.9,1.92,2.36,3.18,3.02,3.28,4.42
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.12,,0.52,0.4,0.76,0.58,0.71,0.48,,0.9,,,1.16,1.53,,,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,3.38,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,4.38,4.22,4.47,4.5,3.93,3.44,3.99,4.44,4.33,3.58,3.63,2.54,3.05,2.76,3.11,3.07,5.14,3.83
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,2.04,,1.46,,,1.84,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.03,1.2,2.05,3.86,2.8,0.99,1.32,1.15,1.55,1.4,1.48,1.7,1.87,2.32,2.13,2.34,2.62,3.61,3.81,3.52,3.28,3.33,3.23,2.94,2.5,2.28,1.94,2.32,3.03
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,24,,,31.4,31.6,31.7,27.9,28.8,30.2,27,24.8,24.6,22.6,19.3,18.7,18,11.3,13.7
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,4.09,4.87,,,0.77,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,2.23,3.35,,4.2,2.53,2.94,3.08,5.39,4.46,2.85,3.4,5.17,7.17,5.96,3.51,2.51,3,,3.15
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,0.52,0.06,0.11,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,9.59,11.2,11.7,11.6,9.2,7.79,6.9,6.38,9.82
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,2.62,1.8,1.53,1.7,1.48,2.45,2.68,2.97,2.19,2.94,6.1,3.78
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,,,,,5.02,,,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,2.23,1.69,1.05,1.58,1.53,1.65,2.83,2.32,1.01,1.38,2.82,2.04,2.29,3.16,1.76,1.64,1.12,0.76,0.88,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,8.01,,,,2.09,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,1.23,1.52,1.59,1.08,0.94,1,0.36,0.26,0.46,,0.63,0.48,3.02
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,6.15,,4.42,3.8,3.39,,5.39,,7.02,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,0.14,0.35,,1.24,,,4.15,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,5.51,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,2.45,,,,,3.33,,,,,,2.84,,2.67,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,,5.91,,,,6.66,,4.53,,5.43,4.87,3.73,2.78,4.84,2.15,2.9,2.6,3.65,3.52,3.17,1.75,2.13,1.73,1.72,2.31,2.2,3.91,4.84,4.77,4.18,3.63,3.52,4.37,4.53,5.32,7.22,8.11,8.42,6.95,5.31,4.2,3.27,2.63
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.6,0.62,1.3,1.34,2.82,2.99,3.08,3.85,3.13,3.13,3.74,2.61,1.4,2.05,0.75,1.13,1.51,1.03,0.94,1.56,1.83,1.25,1.05,1.14,1.53,1.81,1.32,1.53,1.35,1.48,1.73,2.58,2.53,,1.99,2.34
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,5.5,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,2.13,2.74,4.32,5.1,6.01,7.76,6.78,5.54,3.67,4.38,4.81,5.07,5.65,5.51,4.15,3.21,3.45,2.32,1.9,1.93,1.52,2.24,3.79,3.89,3.25,4.27,3.67,3.12,3.29,3.19,2.88,2.89,2.79,2.91
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,0.16
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,1.45,,,,,3.91,,3.74,4.19,,4.53,,5.15,,5.65,,0.29,0.04,0.1,0.31,0.22,,,1.9,0.49,2.75,,,4.64,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,3.72,1.08,1.45,1.36,0.79,,0.78,0.78,1.39,1.36,1.97,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,4.42,2.53,4.32,2.89,3.16,3.21,3.63,1.74,1.99,1.78,1.79,1.18,2.06,1.99,2.03,2.01,2.05,5.32
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,,6.21,6.1,5.12,4.33,4.99,5.55,5.52,5.47,5.21,5.15,5.23,5.82,5.44,,0.75,,0.63,0.66,0.7,0.84,0.77,0.63,0.65,0.57,0.58,0.64,0.58,0.69,0.45,0.5,0.58,0.62,0.51,0.88
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,6.7,7.49,6.68,6.31,5.43,5.5,8.51,9.12,10.7,12,10.8,11.9,12.2,9.76,7.38,5.76,6.7,7.52,7.36,7.98,8.29,7.13,5.9,5.05,4.11,3.36,2.61,2.47
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,12.3,10.6,10.9,,10.7,13.8,14.5,13.1,13.7,13.1,11.9,10,,10.2,10.6,9.86,12.7,,9.09,9.33,9.33,8.86,9.86,7.89,,9.2,8.14,7.95,7.87,7.69,9.57,8.51,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.32,,,,,,,2.46,2.96,2.85,1.93,1.93,2,2.76,4.21,4.65,4.88,5.89,6.43,3.77,4.53,3.76,2.43,3.25,4.92,6.3,6.85,7.25,7.11,7.28,8.23,9.92,11.9,14.5,14.7,15.2,13.9,12.6,8.98,6.47,6.15,6.64
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,4.49,,,,0.91,3.44,,4.29,5.34,3.91,4.94,2.42,1.23,2.08,1.92,3.14,2.48,2.06,1.42,2.41,1.57,2.51,2.38,2.75,3.82,3.24,2.83
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,14.2,19.3,16.2,17.9,14.2,12.2,12.9,14.5,11.8,16,10.1,10.7,11.5,11.2,11.2,11.8,13.2,9.74,10.3,9.52
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,1.24,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,,,,,,,,,,,,,,15.5,,,,16.9,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,2.07,1.26,1.28,1,1.45,1.72,2.92,2.63,2.83,4.79,3.4,3.85,3.47,3.75,4,4.5,5.36,4.55,4.64,4.1,4.8,3.87,3.73,2.98,2.56,3.38
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,3.55,5.01,5.23,6.55,8.1,9.17,9.65,7.45,5.94,5.04,4.65,5.11,4.38,3.93,3.55,4.59,6.3,5.62,5.12,3.97,4.14,4.33,4.32,4.37,4.4,3.71,3.5,4.24
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,0.15,,,13.9,11,12.6,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.73,0.94,0.67,,,,0.23,0.22,0.06,,,,,,0.08,0.02,0.23,,0.13,,1.2
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,,,,3.83,2.57,2.07,,1.36,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,0.8,1.37,,0.74,1.25,2.14,3.12,5.8,3.72,2.38,1.4,,1.34,1.31,1.74,1.96,1.68,3.04,2.31,2.82,4.36,,3.44,5.94,5.53,5.88,,4.83,4.44,3.75,5.94,3.44,3.63,3.06,3.32,3.05,3.67,3.5,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,7.08,6.13,,,,,,,,7.34,8.61,,6.98,3.2,2.69,2.52,1.85,2.49,1.82,3.15,2.39,1.43,2.17,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.35,,,,,3.09,2.2,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,8.65,11.4,7.98,11.9,13.3,16.2,18.6,17.2,13.7,12.5,9.76,9.1,9.13,6.48,5.84
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,2.77,3.18,3.69,2.29,2.47,2.8,1.46,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15,6.49,7.12,7.08,6.34,11.7,14.2,12.2,16.6,13.5,16.4,13.2,9.9,7.8,5.37,6.41,9.56,10.7,11,10.6,9.72,8.24,8.37,5.64,4.48,3.99,4.39
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,2.78,2.78,3.47,4.05,2.69,4.8,7.62,5.01,2.7,4.38,3.54,4.97,2.69,3,3.63,3.79,4.16,7.47,6.63,7.39,8.57,8.14,7.45,7.25,5.26,4.59,3.49
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,1.79,,,,,,2.99,4.16,4.24,3.5,2.15,2.16,,1.28,1.29,2.27,3.65,6.87,8.5,7.47,9.15,11.2,7.72,7.69,7.09,4.92,4.7,5.31,5.86,5.23,4.87,4.35,4.07,5.87,6.64,5.89,5.73,5.84,6.21,6.06,6.14,5.75,5.07,5.1,6.52
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,,,,,,,,,,,,,,,,,,,,,7.82,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,2.48,1.52,1.96,2.03,1.34,,1.42
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,1.69,,,,0.87,,1.28,1.13,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,1.56,,,,,,0.98,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,0.13,0.08,0.08,,1.45,,0.42,,,0.85,0.28,0.37,0.35,,,,0.04,,0.47,0.23,0.59,0.4,0.37,0.12,,0.31,0.16,0.24,0.16,0.14,0.11,0.34,0.05,0.13,0.17,0.03,0.06,0.07,0.09,0.07,0.08,0.05,0.22
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,5.74,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,0.8,,7.41,7.83,29,9.35,10.8,7.5,8.78,,9.17,,10.4,8.91,,5.68,6.12,6.57,,4.78,,,3.93,2.65,2.83,2.36,1.99,1.42,1.63,1.48,1.27,,0.92,0.91,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,,,,,,,,3.1,3.76,2.41,2.48,1.83,2.89,2.54,2.47,2.16,,2.36,1.55,2.14,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,3.82,3.98,3.48,3.71,3.48,3.02,3.33,2.13,1.84,2.4,2.84,2.86,3.05,4.58,4.96,4.77,5.13,4.62,4.44,5.6,7.28,6.53,5.51,4.78,5.65,7.36,7.91,7.34,7.7,8.05,9.49,8.4
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,,,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.68,0.66,0.21,0.8,1.16,1.12,1.27,1.09,0.71,0.52,0.52,0.36,0.54,0.36,0.54,0.55,0.55,1.13,1.49,1.32,1.37,1.61,2.5,2.91,3.53,2.99,2.86,2.16,2,2.33,3.73,3.18,2.68,2.53,2.2,1.98,1.7,2.06,1.92,1.89,1.97,2.49
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,0.69,,,,,0.97,,0.83,0.55,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,1.51,0.18,,,,9.39,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,3.8,,,,5.32,4.96,4.4,3.8,3.89,5.99,5.86,6.78,7.09,8.09,8.82,9.39
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,5.42,4.24,3.83,2.8,2.99,4,,,4.21,5.07,6.48,6.15,8.01,8.35,5.64,4.99,4.55,3.89,3.05,2.95,2.7,2.23,1.78,2.22,2.24,2.83,3.17,2.58,3.23,3.34,3.75
USA,3.1,5.4,4.9,2.8,2.4,2.8,4.5,4.3,3.5,3.5,5.5,4.5,4.6,5.7,4.6,4.3,3.9,3.3,2.6,2.3,1.9,1.8,2.8,3.3,3.2,2.4,2.6,4.3,4.2,3.6,2.8,2.7,3.4,3.6,5.5,6.1,5,4.3,4.3,3.7,3.5,3.5,3.8,4.6,5.8,5.2,4.37,3.59,3.47,3.15,2.77,2.72,2.43,3.33,4.26,4.5,3.91,3.3,3.02,3.2,3.75,7.16,7.95,7.15,6.3,5.67,4.51,3.94,3.79,3.15,3.01,2.48,6.36
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,6.48,,,,8.39,6.06,5.21,4.22,4.1,4.61,4.22,4.11,,,,3.65,2.6,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,0.58,,0.19,0.31,0.2,0.14,0.31,0.28,0.57,0.62,0.57,0.38,0.73,0.93
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,,,1.99,,,,,,,,,,3.49,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,0.17,,,,,0.53,2.03,,2.01,,,1.59,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,6.49,,,,,,,,,,,7.17,,,,4.46,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41,11.5,13.3,13.4,9.72,10.8,9.32,8.95,8.23,7.43,8.63,7.14,8.41,9.09,8.13,10.1,11.4,10,10.7,11.7,13
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,,,,,,,,,,,,2.34,,,,,5.84,5.11,5.05,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,0.77,,,,,1.22,,,,,,,1.93,,,2.66,,,,,6.97,
