country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.4,,2.9,,2.72,2.27,3.87,4.14,4.16,3.77,4.91,5.91,,,,,11,11.3,12,11.3,8.18,7.33,7.53,8.88,10.4,10.9,11.1,11.7,13,13.3,12.4,11.1,10.4,9.01,7.57,9.84,8.94,7.3,6.75,6.18,5.87,5.13,4.67,4.12,4.04,3.69,4.52
Italy,,,,,,,,,,,,,,,,,,,,,,,3.74,3.78,4.56,4.18,3.6,3.78,4.22,4.57,4.7,4.88,4.76,,6.05,5.62,6.36,6.3,7.05,7.46,7.35,7.35,6.4,6.79,6.72,7.62,8.65,9.06,9.28,9.36,9.43,8.84,8.32,7.4,7.02,6.87,6.27,6.17,5.42,4.88,5.5,6.72,7.5,7.52,9.8,11.5,11.9,11.3,10.9,10.3,9.75,9.09,8.4
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,12.9,,13.7,,18.4,13.8,15.6,,,18.7,,,13.2,,9.31,9.51,9.49,10.9,9.59,10.8,9.97,10.4,10,10,10.2,10.2,9.85,8.08,8.14,7.64,7.01,6.09,7.3,8.52,9.21,9.6,10.5,11.2,10.1,9.9,9.6,8.42,6.72,5.8,
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,5.2,,,,,,,,,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,12.4,13.6,,,,,,18.1,,12.1,12,,,,12.3,13.7,14,13.4,,12.8,11.9,10.3,10.1,10.3,10.4,11,10.4,10.6,10.1,11,13.3,15.8,17,15.4,
Japan,,,,,,1.9,2.4,2.6,2.3,1.8,2.2,2.3,1.6,1.4,1.2,1.2,1.1,1.1,1.3,1.2,1.2,1.2,1.2,1.3,1.5,1.3,1.4,2,2.2,2.1,2.4,2.2,2,2.3,2.4,2.7,2.7,2.6,2.7,2.8,2.5,2.2,2,2,2.1,2.4,2.8,3.1,3.4,3.4,4.2,4.8,4.91,5.22,5.57,5.5,4.96,4.61,4.38,3.97,4.11,5.27,5.46,4.84,4.58,4.3,3.7,3.6,3.3,3,2.6,2.5,3
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88,7.53,7.22,7.03,,,,5.33,5.59,4.93,4.6,4.13,4.57,,,,4.4,,,4.43
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,9.81,,,9.9,,,,,,,2.58,,,4.78,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,7.97,7.41,7.71,,7.34,7.41,7.71,7.58,7.69,7.43,7.03,6.54,6.18,5.59,4.25,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,2.39,1.77,,,7.7,,,1.32,0.79,0.6,0.75,0.68,1.41,0.36,0.69,0.33,0.59,0.11,,1.23,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,27.6,,,,,11.9,,,,8.54,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,,,,,,,,,,,5.36,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,,
South Korea,,,,,,,,,,,,,,,,,,,,,,,5.41,5.29,5.45,5.05,4.98,5.05,4.89,4.6,3.73,4.65,6.2,5.74,5.49,5.21,4.77,4.99,4.92,3.92,3.02,3.06,2.91,2.69,2.76,3.29,2.84,2.32,2.36,2.82,7.83,7.19,4.64,4.19,3.44,3.57,3.66,3.76,3.64,3.45,3.36,3.84,3.67,3.24,2.99,2.96,3.17,3.59,3.73,3.78,3.92,3.87,3.89
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,45.2,40.3,31.5,32.9,34.6,38.5,42.7,40.7,,,28,,33,31.8,26.1,28.5,28.3,22.7,23.7
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,1.69,,,,,,,,,,,,,,,,,2,0.8,1,1.1,1.04,1.41,,,,1.9,1.2,0.94,,,,
Lao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,1.35,,,,,0.76,,,,,,,10.8,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,,,8.6,,5.02,,,,,,,,,,9.97,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,,,,2.36,,3.79,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,12.4,11.8,13.8,17.7,18,16,12.6,,17.3,17.2,17.5,15,12.4,10,11,14.4,,17.6,17.1,20.7,,,,17.1,17.5,13.8,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,,,,,,6.65,5.87,6.2,6.6,5.92,6.11,5.55,4.68,4.32,3.63,4.32,3.42,2.66,2.76,3.05,3.08,2.94,2.84,2.79,2.95,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,28.9,,21.5,,,,,,,,,32.5,,,,,,,,,,,22.6,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,15.4,14.7,18.2,19.5,13.2,12.6,10.3,8.12,5.95,4.17,6.02,17.1,21.2,17.9,15.2,13.1,12.2,10.1,9.1,8.5,6.89,7.02,9.27
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,2.05,2.24,1.93,1.77,1.5,1.16,1.19,1.13,1.58,1.87,3,2.09,2.48,1.85,1.91,1.78,1.82,1.56,1.93,2.96,3.68,3.5,3.55,3.55,4.32,4.36,3.79,3.84,4.53,5.42,5.92,6.1,6.01,5.54,5.33,5.65,6.6
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,15,15.4,14.2,15,15.1,14.9,12.1,11.2,10.1,7.31,6.51,8.38,20.9,22.8,18.6,16.2,12.6,11.8,11.1,10.9,9.76,8.41,7.2,9.13
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,2.1,2.2,2.4,4.1,4.7,3.7,5.6,8,8.6,8.1,7.9,7.1,5.6,4.4,3.8,3.5,3.2,4.2,3.52,2.98,2.27,2.23,1.9,1.97,2.3,2.4,2.3,2.1,2.9
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,12.8,15,14.2,15.1,12.8,14,,18.7,15.8,15.1,17.5,14.2,13.8,12.4,11.3,11.5,10.6,10.8,9.67,9.61,9.49,8.84,8.94,8.43,8.65,9.11,9.49,9.11,8.81,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,4.58,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,9.74,8.69,8.1,9.57,10.1,8.66,8.91,6.23,4.54,7.83,9.08,7.73,6.82,6.03,4.51,5.91,5.24,4.83,5.06,5.8,4.34
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,5.3,,3.82,,1.75,,,,,3.25,,0.57,,,1.77,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,1.58,,,,,,,,,10.4,,,,,3.19,,6.43,,,5.64,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,2.61,2.81,3.03,4.17,6.24,4.66,3.12,3.02,2.05,2.26,2.23,2.57,2.92,3.2,3.36,3.38,3.41,3.78,5.36,5.37,5.19,4.89,4.89,4.79,4.23,3.83,3.31,3.19,3.46,4.67
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,4.87,,,,,,,,7.4,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,14.8,15.3,15.8,16.3,16.5,16.9,18.3,19.4,20.1,22.1,23.6,25.8,31.9,35,33,32.5,31.9,30.5,29.5,31.7,37,36.7,36.5,35.3,34.5,33.5,31.8,31.9,31.8,31.5,29,27.6,26.7,24.4,22.7,21.3,16.5,17.4
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,7.16,,,10.6,,,6.04,,,4.55,6.44,6.86,1.42,6.65,1.67,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,8.4,6.9,4.8,4.3,4.1,4.4,4,4.4,5.2,4.8,4.3,5,5.8,6.1,6.3,6.23,6.7,6.26,6.4,6.92,6.27,6.11,5.78,5.57,6.51,6.7,5.97,5.59,6.09,6.12,5.37,4.37,3.83,3.77,3.35,4.19
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,1.22,0.73,0.44,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,,18.1,16.3,18,18.8,19.5,19.4,20.1,17.9,17.8,18.3,15.4,15.2,14.7,17.5
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,6.2,7.1,,,,7.2,5.92,5.58,7.13,5.07,4.25,4.02,5.15,5.4,8.41,6.98,5.85,11,7.28
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,4.38,,,4.97,,7.33,,,,,9.66,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,,,,,,,,,,,,,,,,,,3.15,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,8.46,,,,,9.66,,,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,7.69,,,,,,,,,10.3
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,22.9,25.4,26.3,24.5,22.1,20.1,18.2,17.8,18.4,15.9,21.7,20.7,20.4,20.7,19.7,18.9,19.2,22.9,,,17.6,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61,,,,,,7.95,6.48,4.02,5.68,5.77,5.42,5.21,4.04,4.33,4.48,4.91,4.93,4.93,5.36,5.28,4.52,4.64,4.41,4.1,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,1.71,,4.94,,,,3.85,,,0.99
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.3,,,,,,,,,,,,2.82,2.47,2.24,3.14,3.5,2.97,3.39,3.31,3.6,3.4,3.44,,,,,,2.91,,,2.67,2.92,3.13,,3.09,3.17,4.45
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,,17.9,,,23.2,,,19.1,,,,19.3,,,,,,20.3,,14.7,17.3,16.7,,21.8,,21.1,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,12.1,,,,,13.7,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,3.4,,,,,,0.4,1.67,,0.6,,,7.76,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,,,,,,,,,,3.84,,4.01,3.83,3.62,6.14,7.59,,9.41,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.8,4.7,4.9,7.09,,,,,,,,,,,,4.01,,7.45,5.48,5.13,5.52,4.8,5.7,,,,4.78,5.14,3.84,4.2,3.6,3.1,5.2,,
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,4.69,,4.42,,6.28,,10.9,,9.46,,7.44,7.35,6.77,5.6,5.57,4.04,5.33,6.54,6.1,5.2,4.32,3.36,2.69,2.17,1.81,2.3,3.43,4.33,5.04,4.07,3.29,2.98,3.87,4.52,4.6,5.47,7.19,7.13,6.53,5.57,4.48,3.72,3.4,3.7
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,17.6
Norway,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.04,1.03,1.93,1.44,0.98,1.42,1.6,1.22,1.56,1.54,1.8,2.91,2.04,1.43,1.74,2.97,5.09,5.64,5.76,6.59,6.63,5.89,6.29,4.77,4.39,3.49,3.26,3.62,3.85,3.96,4.46,4.56,4.55,3.45,2.56,2.72,3.55,4.04,3.42,3.56,3.59,3.71,4.56,5.36,4.58,4.03,3.95,4.68
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,1.59,,,,,,,3.4,,10.3,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,21.4,,10,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,4.05,5.85,7.46,8.38,11.3,11.4,10.5,8.78,6.44,6.32,6.85,7.8,7.3,6.26,5.48,5.13,4.44,3.57,3.51,3.56,3.4,4.08,6.1,6.23,6.25,6.52,5.31,4.8,4.97,4.81,4.29,4.18,3.82,4.25
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,,,,,,,,1.8,,0.8,,1.36
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,3.18,3.2,3.21,4.54,4.41,4.21,4.18,3.34,2.92,2.74,2.81,4.19,3.79,3.36,3.41,3.71,3.61,3.91,4.09,3.85,5.54,5.31,6.24,6,6.22,5.96,0.64,0.43,0.4,0.58,0.66,0.83,,2.82,1.77,2.8,,,3.96,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,4.86,5.23,7.14,6.19,6.71,,,6.27,7.68,8.25,9.49,8.7,9.42,14,13.7,10.4,12.8,10.8,9.71,10.7,10.8,11.3,10.7,10.3,8.87,11.1,12.2,11.2,10.6,9.47,8.11,7.19,5.27,3.49,5.11,2.88,2.08,1.97,1.81,2.2,2.39,2.9,3.08,3.13,3.97,13.6
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,6.05,6.5,4.81,7.5,8.35,,,6.38,6.8,6.55,7.49,8.2,7.16,4.78,4.22,4.28,4.74,3.62,3.61,3.55,3.8,3.11,3.19,2.84,3.26,3.05,3.21,3.55,3.51,3.17,3.08,7.81
Philippines,,,,,,,,,,,,,,,,,,,,,,,,4.61,4.88,4.59,3.14,3.58,3.18,2.59,2.4,,3.19,3.51,3.58,3.69,5.21,4.8,4.95,8.05,7.65,7.32,7.12,9.26,8.89,8.45,8.85,8.85,7.86,8.15,9.82,9.69,10.9,3.5,,3.33,3.35,3.54,3.88,3.26,3.54,3.68,3.49,3.44,3.36,3.29,3.52,2.97,2.6,2.46,2.13,2.05,2.4
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54,,,,,6.35,,,,,3.12,,,,,3.73,,,,,,,,,1.06,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,2.68,3.7,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,12.9,13.4,12.5,11.3,9.27,8.36,11.6,14.6,16.9,19.2,18.9,18.5,16.6,12.9,8.99,6.43,7.76,9.32,9.01,9.42,9.69,8.5,7.33,6.11,4.87,3.84,3.02,3.06
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,11.9,12.3,12.1,13.8,,21.8,21.2,18.6,17.7,,20.4,23.3,26.5,23.8,24.8,22.6,20.3,18.3,,17.6,18.8,19.1,19.4,,16,15,14.9,14.4,13.5,11.9,,13.4,12.8,11.5,12.2,11.2,12,12.8,17,18.9,18.2,16.2,,,13.8,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,4.1,6,,5.32,4.73,,,,4.6,,6.16,6.71,5.78,4.3,3.48,3.27,2.6,3.37,4.52,5.85,6.48,6.36,5.8,3.8,4.18,3.04,2.89,3.81,5.16,5.57,6.65,6.53,6.6,6.47,8.83,9.76,12.3,15.6,16,13.5,12.2,11,8.41,6.57,5.8,6.54
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,3.61,,5.41,9.79,9.12,5.11,6.3,6.46,4.84,6.21,6.13,5.36,5.96,5.57,4.89,3.1,7.82,4.53,4.04,4.88,6.78,5.57,7.91,5.85,5.27,3.88,4.4,3.43,3.42,4.67,3.62,3.49,3.1,3.97,3.82,4.29,4.26,4.06,5.29,5.36,5.85
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,23.3,29.8,24.5,24.9,20.7,20.2,19.1,23.7,20.5,21.4,16.5,17.6,18.2,19.2,20.2,20.6,21.5,22.4,21.4,22.5
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,10.6,,,,,11,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,0.22,0.14,0.14,0.14,0.17,0.14,0.09,0.07,0.06,0.06,0.06,0.05,0.1,0.07
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,18.4,,,,,,,33.3,,30.5,31.3,,,33.7,33.6,35.3,36.3,34.4,28,26,29.5,30.7,26.6,26.5,22.9,22.8,,28,27.5,26.8,28.3,,,22.3,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,7.67,7.51,6.26,5.18,5.77,6.86,7.49,7.04,8.55,7.43,9.02,7.78,8.22,7.23,6.68,7.67,7.57,7.74,7.35,7.71,7.35,7.53,6.59,5.6,4.71,4.31,5.29
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,5.94,8.29,9.68,10,12.1,13.5,13.2,10.8,9.34,8.14,8.46,8,7.31,7.42,6.35,6.46,8.91,7.88,6.97,5.79,5.76,5.48,5.82,5.76,5.36,4.91,4.65,5.64
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.6,,,,,0.82,,,,,,1.15,,,,,,,,,,,,1.09,,,15.7,13.5,13.9,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,3.69,3.78,3.87,4.21,4.36,4.49,4.6,4.71,4.21,3.54,3.53,3.45,3.35,2.67,2.78,2.76,2.44,2.51,3.22,2.94,,4.01
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,21.2,,13.1,14.5,,,,,,,,,,,,,,,,,,,,,,12.7,9,,12.4,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94,,,,,7.92,,,,6.39,4.24,3.79,,2.75,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,3.4,1.82,1.61,1.58,1.38,1.23,1.49,2.62,4.48,7.44,5.41,4.09,2.58,,2.2,3.03,2.87,2.78,3.21,3.38,2.43,3.22,4.64,3.9,3.68,5.56,5.76,5.57,,4.14,3.64,3.61,5.37,3.9,3.58,3.34,3.46,3.46,3.64,3.78,4,,3,3.9
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,0.67,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,5.58,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,12.4,7.48,,11,9.54,10.1,8.3,8.44,11.8,8.45,8.69,8.38,9.52,7.94,8.15,9.05,8.11,7.44,8.32,7.78,8.87,8.45,8.3,7.46,9.03,5.42,4.92,4.23,3.96,4.89,4.37,4.83,4.65,4.19,4.02,0.08
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.7,,,,3.9,3,3.2,2.8,2.7,2.1,2.4,2.3,2,2.6,1.6,1.5,2,1.9,1.8,1.6,1.7,,,,,1.69,1.24,,,2.35,2.13,,3.36,3.94,4.28,4.42,3.52,,,3.14,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,11.3,12.2,11.8,11.7,,11.1,12.4,14.4,15.1,16.8,17.9,15.8,11.9,14.8,18.4,22.4,23.3,20.9,18.3,16.8,14.6,12.8,12,9.85,8.69
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.44,0.7,0.48,0.4,0.23,,,,,,,,,,,,,,,,12.5,9.71,12.1,10.2,11.1,10.8,11.1,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,,13.1,12.6,,13.7,11.9,11.4,7.04,7.87,7.51,7.19,9.89,,,,,,,,,,4.84,3.6,4.21,5.08,3.63,3.52,4.38,5.68,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,13.3,12.6,10.2,11.1,11.9,16,19.4,20.1,18.7,17,17.7,15.5,12.3,9.9,8.36,11.4,14.2,13.6,13.5,14,12.8,10.3,8.77,7.9,6.13,5.59,6.38
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07,,10.6,9.34,7.39,7.13,6.38,7.32,7.2,6.79,5.4,5.63,6.02,5.68,6.06,4.89,3.96,3.99,5.9,7.42,8.16,8.39,9.42,8.92,8.05,7.49,5.77,4.6,4.01,4.41
Sweden,,,,,,,,,,,,,,,,,,,,,,1.82,1.35,2.36,2.51,2.22,1.66,1.32,1.28,,,,,,2.99,3.42,3.01,2.78,2.27,2.13,,1.4,1.86,3.51,6.73,10.9,10.9,9.84,10.4,11,9.74,8.28,5.89,5.03,5.28,6.05,7.16,7.59,6.9,5.88,5.94,8.66,8.69,7.84,8.21,8.2,8.19,7.56,7.36,6.97,6.48,6.72,8.3
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,20,,,,,,,,,,,,,,,,,,,21,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61,,,,,,,,,,,6.1,,,,,,3.76,,,3.78,3.52,3.71,3.7,3.95,3.19,5.09
Syria,,,,,,,,,,,,,,,,,,,,,,,7.2,8.1,4.5,5.2,5.3,,6.1,4.6,4.5,3.8,,,,3.85,4.1,,,,,5.04,,5.15,,7.6,6.8,5.5,,,,6,,8.22,8.3,7.75,,,5.28,5.21,8.35,5.69,6.23,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,2.32,,,,2.71,,4.73,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.56,0.6,1.05,0.95,1.1,1.05,1.46,2.33,2.6,2.5,4.13,3.12,4.23,2.61,1.24,2.03,1.96,1.24,1.21,1.13,0.9,1.03,0.85,3.41,2.99,2.43,2.69,1.97,1.62,1.62,1.47,1.3,1.27,1.3,1.52,0.62,0.65,0.62,0.26,0.59,0.59,0.67,0.82,0.78,0.7,1.11
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.2,1.6,1.9,2.4,2.4,,,,,,,,,,,,12.3,,,,,,,7.9,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.3,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,,,11.2,,,3.34,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,,,,,,2.63,,
